Date,FII_Equity_Gross_Purchase,FII_Equity_Gross_Sales,FII_Equity_Net_Purchase_Sales,FII_Debt_Net_Purchase_Sales,FII_Debt_Gross_Sales,FII_Debt_Gross_Purchase
6 Oct 2022,749.3,-28,10874.4,11595.7,-1632.4,-1121.9
7 Oct 2022,-3908.1,457,-340.7,-3791.8,355.6,-1156.4
10 Oct 2022,-765,-176.2,5645,4703.8,154.9,-851.3
11 Oct 2022,-3761.2,503.9,-4525.4,-7782.7,1383,451.6
12 Oct 2022,-357.3,113.8,4633,4389.5,-765.7,-1332.8
13 Oct 2022,-1106.6,-29.5,8111.6,6975.5,799.1,355
14 Oct 2022,-515.4,-613.2,6735.7,5607.1,-1764.4,-1561.4
17 Oct 2022,-184,674.2,3606,4096.2,1552.9,-710
18 Oct 2022,858.1,309.3,1564.9,2732.3,832.6,-544.7
19 Oct 2022,-380.6,132.9,4442.6,4194.9,-2075.6,-92.3
20 Oct 2022,1687.3,-373.6,14997.9,16311.6,-2481.2,-149.7
21 Oct 2022,NA,NA,11188.7,11188.7,-961.2,-459.5
24 Oct 2022,576.4,-33.7,-2393,-1850.3,50,0
25 Oct 2022,331,57.7,-2139.4,-1750.7,25.8,-1199.9
27 Oct 2022,3498.9,377.9,24082,27958.8,-4901.6,1928.7
28 Oct 2022,1577.8,-1984.6,2976.6,2569.8,-692.6,-153
31 Oct 2022,6916.4,-2027.3,2325.5,7214.6,-1160.3,-569.5
1 Nov 2022,6193.2,-92.2,12698.5,18799.5,-910.9,-38.7
2 Nov 2022,1391.6,-394.1,369.6,1367.1,-1933.6,-1045.6
3 Nov 2022,778.4,104.2,5741.3,6623.9,-1633.2,-874.3
4 Nov 2022,1598.6,-75.7,9212.9,10735.8,-301,-255.4
7 Nov 2022,1942,-374.6,-1539.7,27.7,33.2,-163.7
9 Nov 2022,546.4,276.5,4560.2,5383.1,-1578.5,-641.7
10 Nov 2022,-387.7,-200.6,2631.8,2043.5,-1748.2,-1378.9
11 Nov 2022,6916.1,321.9,6091,13329,2502.1,458.2
14 Nov 2022,2993.3,83.3,-3196.4,-119.8,396.4,-731.6
15 Nov 2022,-126.1,438.4,-3073.9,-2761.6,-12.8,-440.4
16 Nov 2022,38.9,994.6,6100.9,7134.4,2241.3,874.9
17 Nov 2022,1583.3,523.5,7177.7,9284.5,-406.1,-683.9
18 Nov 2022,272.2,393,6433.6,7098.8,1353,-533.3
21 Nov 2022,-1220.9,-2941.1,-1230.4,-5392.4,370.8,-465.3
22 Nov 2022,-237.3,163.8,-297.3,-370.8,-486.7,-65.2
23 Nov 2022,-1802.5,32.7,14414.9,12645.1,537.7,-309.8
24 Nov 2022,4234.4,477.1,14341.9,19053.4,-2101.4,306.5
25 Nov 2022,714.1,366.9,4825.4,5906.4,-285.7,-16.9
28 Nov 2022,2615,230.8,2332.6,5178.4,1698.9,-63
29 Nov 2022,1279.3,62,-5402.3,-4061,739.4,738.6
30 Nov 2022,8912.6,328.2,4467.2,13708,-2287.9,1399.4
1 Dec 2022,-1475.2,66.3,8250.5,6841.6,1380.5,-987.1
2 Dec 2022,374.4,888,-7115.2,-5852.8,1846.7,-155.7
5 Dec 2022,-894,148.4,1633.6,888,2703.9,-1853.6
6 Dec 2022,-257,445.4,-1539.1,-1350.7,1306.4,-1136.5
7 Dec 2022,-1382.2,176.6,-3321.8,-4527.4,-85.7,NA
8 Dec 2022,-779,413.8,11826,11460.8,136.6,NA
9 Dec 2022,-98,-5.8,-32.6,-136.4,945.2,595.3
12 Dec 2022,3615.2,-237.7,5340.5,8718,-159.2,-257.1
13 Dec 2022,668.6,-3897,-6087.2,-9315.6,-911.2,395.1
14 Dec 2022,331.3,-211.7,-4482.8,-4363.2,718.4,-783.6
15 Dec 2022,1538.3,-294.8,3193.2,4436.7,1166.5,694.6
16 Dec 2022,-737.4,150.4,2635.3,2048.3,1373.9,63.9
19 Dec 2022,-137.6,-590.8,6742.3,6013.9,-636.2,-1540.5
20 Dec 2022,1218.2,-7.4,-1730.1,-519.3,-1628.7,-1110.8
21 Dec 2022,-499.4,-351.3,3449.7,2599,1216.8,-686.5
22 Dec 2022,1158.5,79.6,10130,11368.1,-1398.4,-950.8
23 Dec 2022,-877.8,-4,5871.9,4990.1,3668.3,-158.9
26 Dec 2022,236.7,543.7,-9305,-8524.6,-1274.7,-2498.7
27 Dec 2022,161.6,-84.1,-3233.1,-3155.6,-629.5,-630.7
28 Dec 2022,-427.7,1201.9,-702.1,72.1,-991.5,777.5
29 Dec 2022,468.8,-430.7,15389.1,15427.2,-1430.7,866.9
30 Dec 2022,-3560,109,4319.6,868.6,-1023.2,-1608.4
