Date,FII_Equity_Gross_Purchase,FII_Equity_Gross_Sales,FII_Equity_Net_Purchase_Sales,FII_Debt_Net_Purchase_Sales,FII_Debt_Gross_Sales,FII_Debt_Gross_Purchase
21 Jun 2023,5508,-625.6,-6673.6,-1791.2,3463.1,82.5
22 Jun 2023,946.3,-3455.1,18877.1,16368.3,-271.7,-21.2
23 Jun 2023,199.3,3050.5,10546.5,13796.3,-5173.7,-5769.8
26 Jun 2023,-349.3,-794.7,-8913.5,-10057.5,-1723.5,-905.7
27 Jun 2023,1830.6,-1855.4,2814.6,2789.8,-3635.9,409.5
28 Jun 2023,14803.9,11829.2,-5670,20963.1,-4633.9,1685.2
30 Jun 2023,11849.7,870.5,-1240.8,11479.4,-2575.1,-626.8
3 Jul 2023,2456.4,-440.6,7227.6,9243.4,5916.9,594.6
4 Jul 2023,2515.3,54.2,-445.6,2123.9,1343.4,465.2
5 Jul 2023,2289.6,349.7,-12058.9,-9419.6,184.4,-375.2
6 Jul 2023,2832.8,723.6,15048.8,18605.2,-174.5,-1319.3
7 Jul 2023,870.7,529.4,28662,30062.1,-3654.4,-2012.1
10 Jul 2023,1059.3,-975.4,-27031.9,-26948,357.2,-2550.2
11 Jul 2023,1469.2,321.7,504.5,2295.4,-291.4,-235.9
12 Jul 2023,-333.6,-398.8,-5706.7,-6439.1,-1186,-1617.6
13 Jul 2023,5650.6,42,17361.4,23054,1093.1,595.2
14 Jul 2023,3278.9,40.6,-12317.7,-8998.2,-805,-381.9
17 Jul 2023,504.7,195.8,3845.4,4545.9,1520.3,-1291.7
18 Jul 2023,2527.6,438.8,-11495.4,-8529,1568.3,641.9
19 Jul 2023,2194,-176,3439.7,5457.7,-2317.1,914.2
20 Jul 2023,4638.9,1056.6,44275.1,49970.6,-1026.6,40.8
21 Jul 2023,-1405.1,225.2,12656.1,11476.2,-3218.5,-3037.9
24 Jul 2023,230.5,163.4,-9790.9,-9397,-1776.6,-1287.4
25 Jul 2023,2854.8,39.1,31725.9,34619.8,-1694.7,-1065.3
26 Jul 2023,1131,21.7,-9566.6,-8413.9,-907.5,382.9
27 Jul 2023,-1249.8,258.8,33654.8,32663.8,762.3,-219.5
28 Jul 2023,1252.4,385.6,31745.4,33383.4,-684.9,-2134.3
31 Jul 2023,-774.2,257.6,-11126.5,-11643.1,388.4,-1488.4
1 Aug 2023,25.6,1044.5,4135.2,5205.3,2407.7,-1323.4
2 Aug 2023,-1501.8,15,10011.8,8525,3512.5,2510.6
3 Aug 2023,216.6,-166,11737.8,11788.4,-1589.1,-2152.5
4 Aug 2023,66.4,289.3,836.2,1191.9,-1285.3,-1028.8
7 Aug 2023,2252,-57.6,3617.2,5811.6,-3552.2,-2483.3
8 Aug 2023,-58.4,26.6,-593,-624.8,-3020,-633.1
9 Aug 2023,996.9,1191.3,-15065.7,-12877.5,-2710.5,-1192.1
10 Aug 2023,2048.6,259.1,-9102,-6794.3,-6601.1,-899.5
11 Aug 2023,-2534.6,1261.9,4956.3,3683.6,-1926.7,-911.1
14 Aug 2023,NA,NA,-6887.9,-6887.9,1455,-173.7
16 Aug 2023,8643.5,350.5,-6264.4,2729.6,1628.7,-577
17 Aug 2023,-987,174.2,34139.3,33326.5,-584.5,1729.3
18 Aug 2023,574.8,1386.8,-1488.3,473.3,-2438.3,1180.6
21 Aug 2023,-1277.2,2227.2,-6450.5,-5500.5,793.6,-267.3
22 Aug 2023,-108.8,-2139.1,10614.1,8366.2,38.7,-22.1
23 Aug 2023,901.6,73,-4953,-3978.4,-93.7,-503.8
24 Aug 2023,2205.8,-244.8,17100.3,19061.3,-315.5,-315.5
25 Aug 2023,-1706.3,162.9,-2021,-3564.4,203.2,203.2
28 Aug 2023,2476,211.6,1159.8,3847.4,206.4,206.4
29 Aug 2023,792.8,1380.2,856.3,3029.3,278.4,278.4
30 Aug 2023,9.9,28.5,-12838,-12799.6,-2985,-2985
31 Aug 2023,1258.6,170,-1173.1,255.5,-766.8,-766.8
1 Sep 2023,1778,716.3,-2496.5,-2.2,197,-2709.9
4 Sep 2023,-2375.6,-26.6,4188.4,1786.2,-118.3,-2572.3
5 Sep 2023,-1311.6,-798.7,1330.5,-779.8,1805.2,-415.1
6 Sep 2023,-2832.8,174.7,-8003.9,-10662,-1389.9,-1674.3
7 Sep 2023,-719.2,407.7,-14470.6,-14782.1,699.2,693.8
8 Sep 2023,-97.1,6.9,-11716.9,-11807.1,1307.2,533.2
11 Sep 2023,1466.7,-647.1,-11831.2,-11011.6,1993.5,1824.5
12 Sep 2023,-330.8,588.4,25977.7,26235.3,2863.5,1654.4
13 Sep 2023,-2293.1,961.5,-25233.5,-26565.1,1070.7,-590.4
14 Sep 2023,688.8,469,-18132.7,-16974.9,-162.5,-811.1
15 Sep 2023,300.8,-544,-439.8,-683,-3353.8,-2567.3
18 Sep 2023,-745.6,205,-17424.4,-17965,630,-966.6
20 Sep 2023,-3075.9,-1140.3,-56318.4,-60534.6,-5523.5,-5370.4
21 Sep 2023,-1875.4,-248.2,-33832.4,-35956,-1646,-766.2
22 Sep 2023,-1165.3,367.1,-6911.9,-7710.1,1589.3,-269.8
25 Sep 2023,-1386.6,62.8,1690.9,367.1,2315.6,-1160.7
26 Sep 2023,137.8,448.8,-31873.6,-31287,-2050.5,2.5
27 Sep 2023,-2189.3,-234.9,1061,-1363.2,1535.9,2318.6
28 Sep 2023,NA,NA,-13573.7,-13573.7,605,3095.3
29 Sep 2023,-2867.8,859.2,-24591.5,-26600.1,1951.2,1951.2
3 Oct 2023,-836.1,1398.4,3978.4,4540.7,1442.8,-2350.7
4 Oct 2023,-3956.7,-452.9,-48238.8,-52648.4,747.1,-1212.3
5 Oct 2023,-337.4,276.7,-67268.4,-67329.1,1164.7,37.9
6 Oct 2023,270.6,1010.9,3783.9,5065.4,-2812.3,-1452
9 Oct 2023,772.8,-486.9,-11429.9,-11144,1832.7,188
10 Oct 2023,-904.2,512.5,1099,707.3,673.3,-2653.7
11 Oct 2023,-178.3,19.5,-21087,-21245.8,215.3,-1966.7
12 Oct 2023,-1747,868.7,-31234.1,-32112.4,1079.9,-968.9
13 Oct 2023,381.5,727.4,-11545.4,-10436.5,496,-604.2
16 Oct 2023,-392.8,511.5,-21166.4,-21047.7,-686.5,-659.2
17 Oct 2023,590.6,148.7,11016.6,11755.9,-2408,-1001.5
18 Oct 2023,-1989.6,389.4,-29955.7,-31555.9,-1916.6,-467.7
19 Oct 2023,-951.9,-15.8,29229.7,28262,-3169.8,494.5
20 Oct 2023,1801.6,663.1,6771.5,9236.2,-2387.5,924.9
23 Oct 2023,409.9,-129.4,-8226,-7945.5,-3474.5,-2640.2
25 Oct 2023,-4025.2,-24.4,31439.2,27389.6,-3256.1,-3723.9
26 Oct 2023,-6396.4,-196.5,-58806.6,-65399.5,2428.8,993.1
27 Oct 2023,-2493.9,234.9,-1461.3,-3720.3,5467.6,77.7
30 Oct 2023,-1697.3,66.4,-32374.2,-34005.1,-2343.7,27
31 Oct 2023,-433,798.9,8782.8,9148.7,-242.1,-425.4
1 Nov 2023,-1790.9,88.7,3650,1947.8,-1376.5,-2222.3
2 Nov 2023,-1188.2,1096.6,-19029.7,-19121.3,-2230.9,-3201.1
3 Nov 2023,-85.5,561.9,-2372.3,-1895.9,-1305.6,-472.5
6 Nov 2023,359.9,-11.8,-20723.2,-20375.1,438.7,320.3
7 Nov 2023,-312.5,1492.2,5272.8,6452.5,-138.2,-1066.4
8 Nov 2023,-893,1175.4,-33481.4,-33199,-873.5,-350.2
9 Nov 2023,-1462.4,851.2,-46336.6,-46947.8,312.4,-784.2
10 Nov 2023,NA,NA,-3322,-3322,-867.8,-71.2
12 Nov 2023,5328.1,3154.6,-6105.1,2377.6,36.6,NA
13 Nov 2023,-938,422.1,-17479.4,-17995.3,-115,-53.3
15 Nov 2023,1523.3,1071.5,-53629.3,-51034.5,112.4,-610.2
16 Nov 2023,1325.4,1629,5384.3,8338.7,-4614.4,-2173.8
17 Nov 2023,-372.7,-173.9,-9439.5,-9986.1,-4769.9,-2945.7
20 Nov 2023,-598.7,-34.5,-18769.5,-19402.7,-771.2,-873.6
21 Nov 2023,-152.5,678.4,-13997.3,-13471.4,-3317.1,-1001.7
22 Nov 2023,-1364.8,1303.5,-24299.8,-24361.1,1555.7,-794
23 Nov 2023,1433.7,-1705.1,-41561,-41832.4,-1502.3,345.1
24 Nov 2023,2522.8,1717.4,-9013.8,-4773.6,-6009.9,-55.9
28 Nov 2023,1786.5,439.8,-30683.8,-28457.5,-5887.3,-1764.2
29 Nov 2023,4313.3,304.1,-593.6,4023.8,7724.2,-291
30 Nov 2023,9744,-90.6,32770.2,42423.6,2294.1,6500.1
1 Dec 2023,5717.5,1092.3,-7285.5,-475.7,3092.6,-561.7
4 Dec 2023,5502,2636.8,9523.7,17662.5,6590.7,197.6
5 Dec 2023,5795.2,2040.8,-37691.6,-29855.6,1886.5,1340.5
6 Dec 2023,200.3,-1195.1,-18320.8,-19315.6,-222.5,-397.4
7 Dec 2023,-453.7,1021.7,-95966.9,-95398.9,747.7,-2159.8
8 Dec 2023,3994,1159,12504.6,17657.6,1736.3,422.9
11 Dec 2023,871.9,325.8,-19694.1,-18496.4,-1981.5,-978.7
12 Dec 2023,2588.1,621.8,-24488.6,-21278.7,-4582.9,-1446.6
13 Dec 2023,5300.4,-220.4,-47123.2,-42043.2,47.2,-769.8
14 Dec 2023,3473.8,1544.3,-44498.4,-39480.3,3013.6,942.8
15 Dec 2023,10237.2,2591.6,-825.5,12003.3,-369,2661.9
18 Dec 2023,1786.5,2156.2,-22059.7,-18117,-78.4,307.1
19 Dec 2023,1859.9,1251.9,9665.8,12777.6,-1273.3,-2499
20 Dec 2023,2007.3,155.9,-32421.5,-30258.3,1783.8,-298.4
21 Dec 2023,-1311.2,453.3,-25086.6,-25944.5,-2528.5,-1880.4
22 Dec 2023,-576.1,2239.9,21335.5,22999.3,-923.8,-2270.6
26 Dec 2023,537.5,-977,25768.4,25328.9,-2746.5,-2270.6
27 Dec 2023,3203.2,616.4,22414.8,26234.4,-1173.2,265.2
28 Dec 2023,5656.8,877.4,-118984,-112449.8,-3324,823.9
29 Dec 2023,2107.6,1365.8,26835.1,30308.5,-1731.6,-2983.9
