Date,FII_Equity_Gross_Purchase,FII_Equity_Gross_Sales,FII_Equity_Net_Purchase_Sales,FII_Debt_Net_Purchase_Sales,FII_Debt_Gross_Sales,FII_Debt_Gross_Purchase
5 Apr 2021,-659.9,-1436.7,-4382.8,-6479.4,3457.6,761.1
6 Apr 2021,-873,-876.5,2965.4,1215.9,2056.3,-388.9
7 Apr 2021,402.7,-70.1,524,856.6,-1570,-862.2
8 Apr 2021,2083.5,88.9,5219.4,7391.8,916.3,-414.1
9 Apr 2021,-607.7,-706.5,78.6,-1235.6,1912.6,-487.8
12 Apr 2021,NA,NA,-759.4,-759.4,734.6,626.4
13 Apr 2021,-2481.9,344.8,1948.2,-188.9,-599.7,-904.2
15 Apr 2021,-812.6,434.4,7229,6850.8,920.4,578.6
16 Apr 2021,-744.7,2099.6,4027.8,5382.7,-1794.4,-1758.3
19 Apr 2021,-1654.1,848.7,-417.9,-1223.3,4245.5,215.5
20 Apr 2021,-728.2,-613.2,-2593.6,-3935,846.5,-781.7
21 Apr 2021,NA,NA,NA,NA,30.8,NA
22 Apr 2021,-904.5,-562.1,9556.9,8090.3,3377.3,681.8
23 Apr 2021,-1175.9,-424.6,1530.8,-69.7,3278.8,-770.9
26 Apr 2021,-1055.4,128.5,3415.1,2488.2,1730.7,-660.1
27 Apr 2021,-1109,79,2917.8,1887.8,1785.3,-210.2
28 Apr 2021,913,-266.7,-49.7,596.6,2765.8,1231.1
29 Apr 2021,1442.2,-834.7,3457.2,4064.7,-1873.2,870.6
30 Apr 2021,-3150.9,-905.1,2036.7,-2019.3,2731.1,0
3 May 2021,-1670,38.3,654.4,-977.3,-714.7,-1130.1
4 May 2021,-1744.4,629.4,2667,1552,9.3,-701.5
5 May 2021,-457.5,21,-1847.6,-2284.1,107.7,15
6 May 2021,1086.4,284.9,1249.7,2621,374.1,587.1
7 May 2021,-1201.4,530.5,-2252.3,-2923.2,1205.3,119.4
10 May 2021,1168.7,-17.4,693.6,1844.9,-499.2,256.1
11 May 2021,715.9,-178.2,-6540,-6002.3,555.8,471.3
12 May 2021,-1173.7,447.9,6906.2,6180.4,1352,1263.1
14 May 2021,-2482.2,121.9,4026,1665.7,-978.9,-813.7
17 May 2021,-1357.2,152,-2432.8,-3638,1980.8,-1003.5
18 May 2021,1139.8,-295.6,8254,9098.2,1338.5,-404.8
19 May 2021,2532.9,379.1,-1659.8,1252.2,695.4,574.4
20 May 2021,223.6,105.1,3026.2,3354.9,709.1,1093.3
21 May 2021,332.4,-291.8,9,49.6,151.6,-554.7
24 May 2021,1123,-121.8,-2613.3,-1612.1,-705.8,70
25 May 2021,NA,NA,1350.3,1350.3,2348.5,1279.1
26 May 2021,1494.9,-297.7,4753.5,5950.7,979,956.7
27 May 2021,44.6,-950.7,7815.1,6909,-2419,1477.2
28 May 2021,420.9,-1358.4,536.4,-401.1,-732.7,-515.9
31 May 2021,5163.4,-534.6,1591.5,6220.3,145.7,-573.2
1 Jun 2021,524,419.6,-1559.3,-615.7,-599.1,-729.6
2 Jun 2021,1092.4,-342.3,-1597.5,-847.4,1016.8,29.8
3 Jun 2021,1186.9,479.4,-3548.9,-1882.6,1039.2,1126.5
4 Jun 2021,1513.9,-618.7,1301.1,2196.3,-488.3,348.8
7 Jun 2021,160.5,-446.3,2325.2,2039.4,2668.6,267.3
8 Jun 2021,3839,-241,45.7,3643.7,626.7,460.8
9 Jun 2021,597.9,-2094.9,-7695.1,-9192.1,87,-90.1
10 Jun 2021,1442.4,1051,-426.4,2067,2887.9,1703.1
11 Jun 2021,105,-70.6,-665.8,-631.4,1212.5,330.4
14 Jun 2021,807.2,-237.3,2261.3,2831.2,652.6,-239.5
15 Jun 2021,679.8,171,95.4,946.2,-2279.9,209.1
16 Jun 2021,-886.3,121.3,706.3,-58.7,888.9,-726.7
17 Jun 2021,-913.7,-126.4,-925.6,-1965.7,-431.4,62.8
18 Jun 2021,2632.3,-762.4,-362,1507.9,-1660.7,-709.5
21 Jun 2021,-955.3,-135,1780.6,690.3,52.7,-1248.4
22 Jun 2021,-679.6,206.1,7182.4,6708.9,-646.4,-187.9
23 Jun 2021,-247.8,198.1,3851.7,3802,626.5,-1112.3
24 Jun 2021,-780.2,-363.4,-5663,-6806.6,-726.8,155.9
25 Jun 2021,-179.1,-971.4,-1258.2,-2408.7,-459.2,-2155.8
28 Jun 2021,-1177.9,-41,-213.2,-1432.1,-1158.9,-1267.2
29 Jun 2021,3290.2,-489.6,1961,4761.6,1133.9,-1978.1
30 Jun 2021,-1120,-22.8,156.4,-986.4,1613.8,-1079.1
1 Jul 2021,-114.4,-172.5,-1927.8,-2214.7,-362.1,-953.8
2 Jul 2021,-2509.6,77,-5154.4,-7587,-944.4,-580.8
5 Jul 2021,438.9,554.4,-143.5,849.8,-818.3,-1170
6 Jul 2021,1035.8,-887.9,3274.9,3422.8,-651.3,432.7
7 Jul 2021,661.1,217.5,-139.9,738.7,36.7,-596.4
8 Jul 2021,-640.8,101.6,259.4,-279.8,1256.7,736.9
9 Jul 2021,-1003.5,80.7,6612.9,5690.1,3083.1,-1528.2
12 Jul 2021,-490.7,-511,-2232.9,-3234.6,1415.1,29.6
13 Jul 2021,69.9,482.7,-2953.1,-2400.5,1251.8,608.9
14 Jul 2021,-1224.5,-84.8,201.3,-1108,1024.6,-221.9
15 Jul 2021,383.2,747.4,3364.5,4495.1,122,-90.9
16 Jul 2021,-423.6,-179.6,234.2,-369,273.3,-748.8
19 Jul 2021,-2278.6,-99,-5929.3,-8306.9,2900.3,-864.5
20 Jul 2021,-2782.4,-602.4,4453.6,1068.8,897.4,-1068
22 Jul 2021,4310,-867.7,-1407.1,2035.2,955.7,-363.3
23 Jul 2021,-215.1,239.8,2091.2,2115.9,2880.8,117.2
26 Jul 2021,-2219.9,57.9,-2819.4,-4981.4,3256.8,434
27 Jul 2021,-558.2,-257.6,2562.3,1746.5,2351,-280.6
28 Jul 2021,-2443,315.2,752.1,-1375.7,1516.3,-981.7
29 Jul 2021,-183,29.5,4115.1,3961.6,4402,927.6
30 Jul 2021,-2557.9,115.9,-2202.1,-4644.1,3293.3,-806.1
2 Aug 2021,-1487.8,407.9,5239.1,4159.2,1465.6,-15.6
3 Aug 2021,2098,-470.6,7418.4,9045.8,1345.6,1513
4 Aug 2021,3466,144.3,-4030.5,-420.2,2048.3,-222.5
5 Aug 2021,-543,60.7,-253.9,-736.2,-402.2,-2151.9
6 Aug 2021,158,44.8,-2390.4,-2187.6,1751.1,-331.2
9 Aug 2021,444.9,-76.1,-4952.6,-4583.8,5931.7,5716
10 Aug 2021,-80.2,-324.3,-661.9,-1066.4,1514,335.8
11 Aug 2021,297.1,291.8,1376.8,1965.7,627.3,192.6
12 Aug 2021,289.8,-320.7,5719.6,5688.7,2626.6,148.9
13 Aug 2021,NA,NA,8948.9,8948.9,1791.1,-888
16 Aug 2021,-114,-154.5,350.7,82.2,1044.9,629.2
17 Aug 2021,1926.7,798.3,5668.1,8393.1,2020,417
18 Aug 2021,1102.7,245.3,-5183.2,-3835.2,-163.1,-1854
20 Aug 2021,517.2,83.6,8005.8,8606.6,682.7,-897
23 Aug 2021,-1354.6,-139.7,2443.6,949.3,1665.5,-899.3
24 Aug 2021,-30.3,120.9,-1019.5,-928.9,495.9,-1311.8
25 Aug 2021,-887.2,10793.8,3352.5,13259.1,497.6,-351.8
26 Aug 2021,-2259.8,-64.7,4611.9,2287.4,-65.6,-1067.1
27 Aug 2021,-617.3,308.9,2119.1,1810.7,770.4,-1517.3
30 Aug 2021,1714.5,278.6,3404.7,5397.8,2124.1,-1243.3
31 Aug 2021,2813,1609.3,3508.7,7931,1367.1,296.4
1 Sep 2021,639.1,1476.1,-5977.6,-3862.4,454.8,-2404.6
2 Sep 2021,1334.6,-70.4,-1677.2,-413,394.2,-1582.9
3 Sep 2021,-634.8,-239.4,-2905.1,-3779.3,1232.6,-599.4
6 Sep 2021,419.9,226.1,4799.1,5445.1,2125.1,-196.9
7 Sep 2021,642.5,163.8,1277,2083.3,-765.8,-90.3
8 Sep 2021,-829.8,-315.7,-11122.8,-12268.3,357.1,-432.7
9 Sep 2021,1189.5,1162.4,1956.4,4308.3,3393,301.6
13 Sep 2021,1411.3,255.2,-2390.9,-724.4,293.5,196.8
14 Sep 2021,1629.9,-373.4,-1810.2,-553.7,-474.1,360.8
15 Sep 2021,832.6,-99.5,1346.9,2080,2276.4,1930.7
16 Sep 2021,1839.5,915,-825.9,1928.6,2841.3,1668.3
17 Sep 2021,1795.8,68.2,3664.3,5528.3,1476.3,27.3
20 Sep 2021,79.4,645.7,-5332.3,-4607.2,526.1,1743.4
21 Sep 2021,1333.4,338.2,2571.4,4243,844.8,-728.3
22 Sep 2021,-1575.3,326.1,3777,2527.8,2124.2,-1179.6
23 Sep 2021,615.7,1348.8,-2129.5,-165,444.3,-852.1
24 Sep 2021,570.4,1032.7,-1507.2,95.9,48.9,2699.7
27 Sep 2021,-419.3,4540.2,-1823.6,2297.3,86.2,-838
28 Sep 2021,-1877.2,53.5,3856.7,2033,-953.5,-766.5
29 Sep 2021,1343.4,-259.3,-1954.3,-870.2,2580.7,-1204.1
30 Sep 2021,-1992.4,-245.6,-1114.6,-3352.6,-6679.8,-751.3
1 Oct 2021,1594.9,-47.3,672.2,2219.8,810,-1065
4 Oct 2021,3232.1,160.2,5165.4,8557.7,443.9,-1211.6
5 Oct 2021,587.5,140.2,-256.8,470.9,808.1,-766.4
6 Oct 2021,-783.4,-105,-758,-1646.4,921.5,161.8
7 Oct 2021,-1108.4,-91.1,4462.2,3262.7,1145.8,-1440.5
8 Oct 2021,-2489.8,-1353.1,502.5,-3340.4,-931.7,-562.9
11 Oct 2021,-325.3,-660.5,-1915.8,-2901.6,-129.5,-632.8
12 Oct 2021,254.8,-94.7,-2081.9,-1921.8,1412.7,-286.6
13 Oct 2021,1255.9,63.9,885.1,2204.9,1679.6,1872.7
14 Oct 2021,1478.7,-367.4,2926.9,4038.2,212.4,648.5
15 Oct 2021,NA,NA,NA,NA,0,0
18 Oct 2021,NA,NA,-3075.7,-3075.7,-80,1763.4
19 Oct 2021,48.8,-428.4,576.6,197,-1189,629.6
20 Oct 2021,-1669.1,-54.9,-4088.2,-5812.2,-1469.4,-1971
21 Oct 2021,-2415.4,-339.9,2530,-225.3,-868.5,-1625.7
22 Oct 2021,-2784.7,2196.9,-2832.3,-3420.1,1504.7,-1216.8
25 Oct 2021,-1898.7,357.5,222.8,-1318.4,1332.3,-658.1
26 Oct 2021,-2280.4,-248.3,-508.6,-3037.3,-979.1,-964.9
27 Oct 2021,-1818.7,70.2,-1522.2,-3270.7,-2054.8,352.6
28 Oct 2021,-2436.1,-510.4,-2831.7,-5778.2,-2674,742.4
29 Oct 2021,-5476.4,210.6,2876.7,-2389.1,-1826.9,-3430.9
1 Nov 2021,-278.1,70.2,1909.4,1701.5,-1548.6,-1050.1
2 Nov 2021,1171.3,1015,-2714.3,-528,385.1,-589.6
3 Nov 2021,NA,NA,-1003.4,-1003.4,807.4,-1153.4
4 Nov 2021,-519.6,-194.2,-1932.5,-2646.3,27.7,1.6
8 Nov 2021,-1044.4,-952.6,5846.1,3849.1,1756,-1606.2
9 Nov 2021,631.9,-342.1,-1228.7,-938.9,1002.5,-1574.3
10 Nov 2021,-2942.4,1227,-2079.8,-3795.2,1742.8,295.6
11 Nov 2021,3763.6,-141.3,1241.9,4864.2,-393.3,-104.5
12 Nov 2021,2447.8,1318.8,6174.5,9941.1,1276.7,-593.3
15 Nov 2021,922.2,655.6,1553.9,3131.7,3331.2,-132.3
16 Nov 2021,14240,-254.4,-2682.5,11303.1,1060.4,396.2
17 Nov 2021,1135.2,63.3,-2015.9,-817.4,451.9,676.2
18 Nov 2021,2344.8,1118.9,8354.9,11818.6,1255.2,-464.4
22 Nov 2021,-2109.7,-111.1,7253.6,5032.8,2273.3,-725
23 Nov 2021,-4659.6,-1077.2,4297.9,-1438.9,2510.7,103.2
24 Nov 2021,-8054,-1349.7,-42.7,-9446.4,3163.9,-87.7
25 Nov 2021,-172.1,-275.2,8146.3,7699,1783.7,643.7
26 Nov 2021,-3702.5,-521.2,-4770.1,-8993.8,1172.6,-1066.1
29 Nov 2021,-3643.1,522.2,-439.2,-3560.1,1405.6,-1763.9
30 Nov 2021,-5241.4,379.3,4685.1,-177,2057.7,-3266.7
1 Dec 2021,-2757.2,-544.4,3877.6,576,190.6,-907.9
2 Dec 2021,-301.5,669.3,2862.8,3230.6,1013.1,133.7
3 Dec 2021,-2955.2,-263.8,-777.4,-3996.4,2724.6,-851.4
6 Dec 2021,-2989.7,-449.3,1321.4,-2117.6,1910.1,-893.8
7 Dec 2021,-2111.2,-445.3,6792.8,4236.3,-396.8,-605.9
8 Dec 2021,946.8,-317.5,-7170.5,-6541.2,5480.2,1421.3
9 Dec 2021,7947.6,-383.5,5791.8,13355.9,-1993.5,-44.7
10 Dec 2021,-923.4,-765.8,-2743.3,-4432.5,69.8,0
13 Dec 2021,-1918.9,85.7,-1853,-3686.2,1207.4,122.3
14 Dec 2021,-31,-723.6,-7154.1,-7908.7,254.3,213.3
15 Dec 2021,-2651.2,-760.5,5326.4,1914.7,2011.4,-86.5
16 Dec 2021,-483.5,-611.2,3583.7,2489,1312.7,-904.3
17 Dec 2021,-840,65.4,-6236.3,-7010.9,3798.1,301.2
20 Dec 2021,-3063.7,-2459.6,-1849.9,-7373.2,894.2,-302.5
21 Dec 2021,-303.2,104.9,7387.6,7189.3,-1291.8,296
22 Dec 2021,-463.2,317.1,-1122.5,-1268.6,1188.1,272.5
23 Dec 2021,314.8,-1253.9,16912.9,15973.8,920.3,613.8
24 Dec 2021,-232.8,-3696.1,-4825.2,-8754.1,1298.1,967.7
27 Dec 2021,-718.6,-413.3,8851.7,7719.8,3673.3,1489.7
28 Dec 2021,1629.8,-814,1924.9,2740.7,763,732.1
29 Dec 2021,-746.8,-261.3,4390.8,3382.7,983.5,148.5
30 Dec 2021,-1132.5,743,-5432.7,-5822.2,-245,1374
31 Dec 2021,634.4,29.2,-1733.3,-1069.7,94.1,-1137
