Date,FII_Equity_Gross_Purchase,FII_Equity_Gross_Sales,FII_Equity_Net_Purchase_Sales,FII_Debt_Net_Purchase_Sales,FII_Debt_Gross_Sales,FII_Debt_Gross_Purchase
22 Jul 2024,8346.7,36.4,20218,28601.1,798.2,3050.4
23 Jul 2024,-1548.6,2465.1,-7465.8,-6549.3,-1352,-1954.4
24 Jul 2024,-3508.2,183.8,58234.2,54909.8,-282.3,45.4
25 Jul 2024,-2197.8,1374.6,-27454.3,-28277.5,2233.8,1754.9
26 Jul 2024,4269.3,-658.8,25509.4,29119.9,669.3,-2652.6
29 Jul 2024,-2726.4,2390.2,-12482.2,-12818.4,60.1,55.5
30 Jul 2024,-2866,1409.2,52107.8,50651,3221.2,-1225.7
31 Jul 2024,-2853.8,1707.5,38773.6,37627.3,335.4,-501.9
1 Aug 2024,1826.4,1933.2,-39045.8,-35286.2,-4002.2,366.3
2 Aug 2024,-3367.2,1929.6,21795.7,20358.1,-611.6,582.7
5 Aug 2024,-3692.1,331.6,-22967.4,-26327.9,1340,-4154.8
6 Aug 2024,-3024.8,-2009.8,41144.1,36109.5,-6070.4,-829.6
7 Aug 2024,-2841.6,1979.6,14850.9,13988.9,-1786.5,-2771.5
8 Aug 2024,521.6,389.6,46249.1,47160.3,-1992.3,1451.7
9 Aug 2024,-1161.3,874.3,2642,2355,-976.5,-1107.4
12 Aug 2024,-2811.1,904.7,-5833.5,-7739.9,-1846.8,-2442.1
13 Aug 2024,-1419.7,583.4,4360.4,3524.1,-5527.7,-1384.6
14 Aug 2024,-2377.6,488.3,-28078.6,-29967.9,1749.6,-1065.6
16 Aug 2024,1196.5,460.1,-102.6,1554,-2652.6,-1917
19 Aug 2024,-1756.4,2355.2,10606.7,11205.5,1190.8,1000.4
20 Aug 2024,4035,902.1,-6552.3,-1615.2,-613.5,-54
21 Aug 2024,-430.7,402.7,22975.2,22947.2,-3933.8,-2221.2
22 Aug 2024,1852.1,-1866,-24827.3,-24841.2,1356.4,-1606.5
23 Aug 2024,3882,1517.4,-8933.2,-3533.8,4439.9,5469.2
26 Aug 2024,969.4,2046.8,13363.1,16379.3,1202.3,126.3
27 Aug 2024,4794.6,706.2,10584.8,16085.6,1722.8,3083.9
28 Aug 2024,-547.8,2081.1,-14882.8,-13349.5,-647.1,939.6
29 Aug 2024,14526.6,242.8,122282.2,137051.6,-3537.5,-27.7
30 Aug 2024,1504,NA,21202.7,22706.7,-8102.7,-1952.4
2 Sep 2024,5759.8,37,-7213.1,-1416.3,5188.8,3565.5
3 Sep 2024,3035.8,-10,31215.4,34241.2,539.3,-3253.5
4 Sep 2024,1585.9,225.8,-38152.4,-36340.7,7419,7523.8
5 Sep 2024,-904.2,-52.5,-66240,-67196.7,-2387.1,-1131.4
6 Sep 2024,1942.9,246.2,-8988.2,-6799.1,-5719.7,533.7
9 Sep 2024,1134.4,1034.3,1267.1,3435.8,-1009.4,-47.6
10 Sep 2024,2962.4,-811.6,-44585.1,-42434.3,580.7,2463.7
11 Sep 2024,2869.6,-187.1,-56129.6,-53447.1,-2751.1,1368.5
12 Sep 2024,7971.7,-599.3,65514,72886.4,-3239.9,1163
13 Sep 2024,NA,NA,-7307.3,-7307.3,1492.8,1900.3
16 Sep 2024,3045.8,86.7,-37550.8,-34418.3,-896.4,-145.1
17 Sep 2024,NA,NA,-39215,-39215,-7272.2,-636.8
18 Sep 2024,2381,-209.3,41560.3,43732,1810.6,1103.7
19 Sep 2024,410.5,-172.9,3155.5,3393.1,-3972.8,-4243.5
20 Sep 2024,15181.4,502.4,58539.4,74223.2,-387.9,2975
23 Sep 2024,2031.7,149.8,-3561.2,-1379.7,-6290.7,-7046
24 Sep 2024,-1454.1,253.6,-21620.4,-22820.9,-4138.4,-8207
25 Sep 2024,-636.7,37,-58615.1,-59214.8,-3286,-5686.1
26 Sep 2024,8537.6,178.6,123443,132159.2,-7281.3,-5426.6
27 Sep 2024,364.2,421.6,58302.1,59087.9,-27.8,-7385
30 Sep 2024,-6426.8,147.5,-23743.9,-30023.2,-742.4,-7133.8
1 Oct 2024,-5208.6,-139.1,-21228.4,-26576.1,-1460.4,-10560
3 Oct 2024,-15506.8,-908.3,-84263.9,-100679,917.2,-10716.2
4 Oct 2024,-9645.1,65,28508.1,18928,5945.3,-4810.2
7 Oct 2024,-8126.7,-1142,-20006.1,-29274.8,2682.6,-8935
8 Oct 2024,-5380.7,588.8,1332.6,-3459.3,11595.5,1841
9 Oct 2024,-3679.3,263.1,-49095.3,-52511.5,3341.9,1927.3
10 Oct 2024,-4737,-509.8,-30075.7,-35322.5,680.5,-1789
11 Oct 2024,-4031.4,-1015.6,18505.9,13458.9,-27.9,-1619.4
14 Oct 2024,-3558.4,-234.3,-10350.2,-14142.9,-5100,-1831.3
15 Oct 2024,-1533.8,-87,37670.6,36049.8,-4059.1,-940.7
16 Oct 2024,-2563.8,-69.7,1703.7,-929.8,-3449.9,-2074.8
17 Oct 2024,-7303,-358.2,-2006.1,-9667.3,3087.1,-481.4
18 Oct 2024,-5144,-334.4,1296.4,-4182,-2692.9,-2776.4
21 Oct 2024,10709.6,-286.5,1241.2,11664.3,2253,2958.9
22 Oct 2024,-3827.3,-334.2,13093.5,8932,847.3,-950
23 Oct 2024,-4990.7,-397.8,6016.3,627.8,3461.3,-1528.2
24 Oct 2024,-4836.6,-255.8,-15125,-20217.4,4836.9,-1121.8
25 Oct 2024,-3027.2,257.8,16310.8,13541.4,-616.6,-604.1
28 Oct 2024,-2109.2,-145.1,44292.6,42038.3,-1571,-1411.2
29 Oct 2024,-892.6,62,23567.9,22737.3,15.1,1241.3
30 Oct 2024,-2197.6,428.2,-39117,-40886.4,484.5,-1308.4
31 Oct 2024,-4343.5,-143.5,62926.7,58439.7,-1858.7,-1858.7
1 Nov 2024,-4343.5,-143.5,-655.3,-5142.3,-86.8,315
4 Nov 2024,-4561.8,86,-5450.9,-9926.7,-4579.3,-6163.6
5 Nov 2024,-1739.3,1039,44795.3,44095,-2344.1,-3815.4
6 Nov 2024,-3713.7,-324.8,6654.5,2616,2652.8,617.6
7 Nov 2024,-5635.4,-57.8,-37057.4,-42750.6,-1388.1,-234.9
8 Nov 2024,-3553.4,-178.2,5582.6,1851,1640.7,-404
11 Nov 2024,-364.4,110.1,-19807.2,-20061.5,131.3,937.1
12 Nov 2024,2843.3,-362.6,12124.5,14605.2,3280.1,1539.8
13 Nov 2024,-1352.1,-126.3,36966.2,35487.8,4683.9,-1114.9
14 Nov 2024,-1493,174,-14078,-15397,-439.4,NA
18 Nov 2024,-2028.2,-1352.5,-16671.9,-20052.6,-216.8,333.3
19 Nov 2024,-1917.7,41.4,-2631.1,-4507.4,5069.8,1848.6
21 Nov 2024,1325.9,-14.6,-102037.2,-100725.9,-1056.6,356.3
22 Nov 2024,1073,-391.2,50964.3,51646.1,1640.7,829.9
25 Nov 2024,9615.8,1995.9,-6077.8,5533.9,-6865.7,4436.7
26 Nov 2024,3814.5,770.7,-40112.4,-35527.2,-2540.1,458.7
27 Nov 2024,-1048.9,-412.8,-63534.7,-64996.4,-748.9,-765
28 Nov 2024,-8532.9,363.8,56248.3,48079.2,-7985.5,-7171
29 Nov 2024,-990.3,-484.5,1940.8,466,-2946.2,-7339.9
2 Dec 2024,3793.6,294.2,43029.4,47117.2,-3359.8,-4644.3
3 Dec 2024,9297.5,-314.7,-97,8885.8,-9289.7,-3255.6
4 Dec 2024,2863.6,-191.7,86.9,2758.8,-924.3,4899
5 Dec 2024,9489.3,555.2,87249,97293.5,-10139.9,-423.6
6 Dec 2024,-786.1,2851.5,-251.1,1814.3,-2175.8,-251.1
9 Dec 2024,599.8,410.5,-14158,-13147.7,-17195.1,-14158
10 Dec 2024,1867.1,546,-22851.4,-20438.3,-27686.1,-22851.4
11 Dec 2024,194.8,1450.6,-6458.1,-4812.7,-2396.8,-6458.1
12 Dec 2024,-3563.5,-302.6,-59220,-63086.1,-555.7,-1268.7
13 Dec 2024,2936.5,-29.8,57205.8,60112.5,-8453.2,-2098
16 Dec 2024,189.1,912,-10266.5,-9165.4,-6551.6,-1178.2
17 Dec 2024,-2386.7,122.8,-41236.5,-43500.4,-3093.8,-2515.8
18 Dec 2024,-922.3,-1333.2,-19494.1,-21749.6,1180.6,-997.2
19 Dec 2024,-793.2,159.5,-82811.2,-83444.9,-2020.7,-2189.8
20 Dec 2024,-1873,1106.1,-7064.7,-7831.6,-2667.6,324.9
23 Dec 2024,155.4,-183.8,-18231.4,-18259.8,300.6,-848.4
24 Dec 2024,-1804.1,-250.3,29169.3,27114.9,-3851,-3056.2
26 Dec 2024,-1592.2,33.8,-88085.1,-89643.5,-230.4,249.9
27 Dec 2024,370.2,-525.2,20526,20371,-148.6,-2794.8
30 Dec 2024,-1598.8,-1071.2,48601.6,45931.6,1021.3,NA
31 Dec 2024,-5351,-472.6,46235.9,40412.3,4333.9,-1639
