Date,FII_Equity_Gross_Purchase,FII_Equity_Gross_Sales,FII_Equity_Net_Purchase_Sales,FII_Debt_Net_Purchase_Sales,FII_Debt_Gross_Sales,FII_Debt_Gross_Purchase
30 Apr 2025,173.4,-1065.2,31040.6,30148.8,-4415.3,-2376.2
1 May 2025,NA,NA,NA,NA,0,NA
2 May 2025,2806.5,-462.8,-33654.1,-31310.4,1331.1,-2393.9
5 May 2025,1796.1,46.7,-33759.8,-31917,-6378.2,-4308.9
6 May 2025,4011.4,-717.6,23189.3,26483.1,-7739.7,1166.5
7 May 2025,2952,-978.3,497.8,2471.5,-7031.2,-4285.1
8 May 2025,2427.2,-547.6,88739.3,90618.9,-3940.5,3592.9
9 May 2025,NA,NA,-31980.2,-31980.2,1912.1,-973.9
12 May 2025,-2388.2,-115,15133.5,12630.3,-6279.4,-8519.6
13 May 2025,164.3,-1414.8,-30159.3,-31409.8,-2660,-4442.2
14 May 2025,930.6,-757.3,-3247.7,-3074.4,-6330.6,-1567.7
15 May 2025,5746.5,-736,17233.9,22244.4,-12378.1,-4235.5
16 May 2025,7483.4,-122.3,-15075.3,-7714.2,-3790,-991.7
19 May 2025,937.8,-531.6,-5735.7,-5329.5,-6061.5,1401.5
20 May 2025,-10041.4,64,-2923.2,-12900.6,-7079.3,-5481.5
21 May 2025,2272.2,52.6,36016,38340.8,-5935.9,-2956.7
22 May 2025,-5436.4,-457.6,-55642.4,-61536.4,-2044,-3124.2
23 May 2025,593.9,-1359.1,20523.4,19758.2,-1272.8,-1293.5
26 May 2025,1586.5,-295.4,52499.5,53790.6,-3931.2,-1831.3
27 May 2025,952.9,187.5,16889.2,18029.6,2542.9,1245.9
28 May 2025,4649.7,-353.9,-108390.2,-104094.4,7602.6,1792.1
29 May 2025,-1758.2,29178.6,-3291.7,24128.7,2590.3,5074.1
30 May 2025,-5003.7,-6088.2,17400.9,6309,462.5,-5004.1
2 Jun 2025,-2105.5,454.2,29873.3,28222,-5763.7,-8030.5
3 Jun 2025,-3295,128.2,-31610.1,-34776.9,4322.1,-3427.4
4 Jun 2025,1605.4,-1123.2,-23891.1,-23408.9,-8714.5,-2642.4
5 Jun 2025,49.4,-79.8,10395,10364.6,-3929,-2598.8
6 Jun 2025,1265,736.2,3680.5,5681.7,3204.6,-465.7
9 Jun 2025,2412.1,-226.6,-10909.5,-8724,4738.9,NA
10 Jun 2025,3077.9,1364.2,-3183.7,1258.4,-1168,983.6
11 Jun 2025,-131.4,-2529.3,53326.9,50666.2,-1985.5,-236.1
12 Jun 2025,-3275.8,42.4,-21450.2,-24683.6,11468.6,2037.5
13 Jun 2025,-373.6,273,-5590.2,-5690.8,3331.5,1527.1
16 Jun 2025,-2647.5,278.4,-3933.3,-6302.4,-1437.4,-5058.7
17 Jun 2025,2788.3,726.2,3915.5,7430,4580.8,522.4
18 Jun 2025,-597.6,-24,-16168.1,-16789.7,-8220.3,-1823.5
19 Jun 2025,2040,298.3,32626.1,34964.4,-5701.4,-947.2
20 Jun 2025,9471.6,-163.1,-12206,-2897.5,-4451.7,-2042.5
23 Jun 2025,-1836.3,-48.1,17179.5,15295.1,3990.5,-501.5
24 Jun 2025,-4336.6,-197.6,-28620.6,-33154.8,3842.7,-1137.6
25 Jun 2025,-854.2,-341.5,24109.9,22914.2,981.4,-942.6
26 Jun 2025,10663,614.4,44738.7,56016.1,-8883.9,80.8
27 Jun 2025,5674.8,-215.6,-16270.4,-10811.2,-2855.9,-2466.7
30 Jun 2025,829.6,1550.2,-15104.3,-12724.5,-1278,-1365.9
1 Jul 2025,1105.5,-320.3,24685.1,25470.3,-2584,-6005.6
2 Jul 2025,-747.1,-1359.2,-17705.9,-19812.2,1555.7,-4772.9
3 Jul 2025,-2608.6,91.6,62485.7,59968.7,521.3,-4342.5
4 Jul 2025,692,167.4,-2705.2,-1845.8,-150.8,-3011.6
7 Jul 2025,2771.2,-248.7,-4638.4,-2115.9,-301,-2533
8 Jul 2025,284.2,1184.8,-5172.9,-3703.9,-738.8,-1730.3
9 Jul 2025,672.2,-73.5,-3338.4,-2739.7,-4434,-2170.6
10 Jul 2025,839.8,336.2,4121.8,5297.8,-764,-124.5
11 Jul 2025,-4495,269.3,-7701.5,-11927.2,-3739,-6656.4
12 Jul 2025,NA,NA,NA,NA,0,NA
14 Jul 2025,-789.3,-264.1,-13236.2,-14289.6,-2440.2,-3345.2
15 Jul 2025,-173.6,153.1,4168.7,4148.2,-3818.5,-1673.5
16 Jul 2025,-1040.6,30.3,-4077.5,-5087.8,2381.2,1472.2
17 Jul 2025,-2864.1,332.8,10250.5,7719.2,3550,155
18 Jul 2025,781.8,-361.1,-7203.7,-6783,434.7,-553.8
21 Jul 2025,-1084.4,-77.1,-9427.2,-10588.7,1189.7,-1679.7
22 Jul 2025,4618.1,-81.3,-781.3,3755.5,2894.5,333.1
23 Jul 2025,-3299.3,-360.4,624.8,-3034.9,973.2,-1278.8
24 Jul 2025,-1995.5,-476.3,-2676.6,-5148.4,-4722.5,-1047.4
25 Jul 2025,-1419.4,-165.9,-6853.3,-8438.6,-2913.4,1016.4
28 Jul 2025,-5963.6,-574.6,-6693.3,-13231.5,34.5,-1911.2
29 Jul 2025,-3692.4,-39.8,4307.6,575.4,2013.4,63.4
30 Jul 2025,-162.1,52.2,-16368.5,-16478.4,2371.2,3631.1
31 Jul 2025,-6153.3,-96.1,4417.7,-1831.7,2406.7,2406.7
1 Aug 2025,-1445.4,1954.3,-9208.2,-8699.3,-1743.2,-1742
4 Aug 2025,-1967.8,401.3,2469.2,902.7,-13027.2,-5959.4
5 Aug 2025,1561.3,234,1608.2,3403.5,-3794.4,-538.7
6 Aug 2025,-4398.5,333.3,8184.8,4119.6,-420,1028
7 Aug 2025,-5519.8,605.7,3950.7,-963.4,553.2,-4254.4
8 Aug 2025,2826.2,81.2,-4281.8,-1374.4,2007.8,3442.7
11 Aug 2025,-964.6,-132.6,-2884,-3981.2,-3147.7,-4241.6
12 Aug 2025,-2648.5,-670.8,120.2,-3199.1,493.3,-400.4
13 Aug 2025,-2264.4,1758.6,-1514.8,-2020.6,3565.2,-2839.2
14 Aug 2025,-1208.4,1596.6,-1997,-1608.8,6326,3374.7
18 Aug 2025,1015.6,-111.1,6540.8,7445.3,754.8,-3091.1
19 Aug 2025,-12.3,55.9,6653.3,6696.9,2386.8,883.2
20 Aug 2025,-297.8,336.8,-15771.2,-15732.2,-1556,-760.2
21 Aug 2025,-562.3,-140.3,2389,1686.4,539.5,1250.1
22 Aug 2025,340.2,487,-4173.2,-3346,944.7,1997.9
25 Aug 2025,-1555.1,374.2,-2651,-3831.9,687.6,24.1
26 Aug 2025,-5650.3,-214.7,3794.7,-2070.3,768.9,-2213.4
28 Aug 2025,-6088.2,-86.9,-11142.9,-17318,-4800.8,2510.6
29 Aug 2025,-8982.9,-1908.7,-6947.1,-17838.7,293.5,-2885
1 Sep 2025,-1652.1,-53.7,-7130.3,-8836.1,-4516.6,-5356.5
2 Sep 2025,-937,128.5,38152.9,37344.4,-3833,73.8
3 Sep 2025,-684.9,-144.2,-22111.5,-22940.6,-3971.6,-451.7
4 Sep 2025,NA,NA,6944.4,6944.4,-1236.3,1651.4
5 Sep 2025,NA,NA,4653.7,4653.7,-610.4,-938.2
8 Sep 2025,-176,-2090.7,11134.3,8867.6,-1466,-1977.1
9 Sep 2025,570.8,-418.9,-5313.8,-5161.9,-6650.4,-1244.1
10 Sep 2025,4494.1,-361.3,-12154,-8021.2,-895.8,-2938.8
11 Sep 2025,-3413.6,36.7,4725.6,1348.7,-923.2,-277.2
12 Sep 2025,1022.6,1756.1,11492.6,14271.3,-4786.1,191.1
15 Sep 2025,-336.4,-432.1,-6045.1,-6813.6,-4952,-2893.9
16 Sep 2025,1645.6,3389.5,45407.5,50442.6,1718.1,596.1
17 Sep 2025,-280.1,334.9,-2257.6,-2202.8,1582.5,2937.3
18 Sep 2025,785.1,663.8,12864.6,14313.5,5208.7,728.6
19 Sep 2025,1128.4,611.3,940.6,2680.3,-3013.3,-1726.5
22 Sep 2025,-1971.7,211.4,-9449.3,-11209.6,-212.3,-850.3
23 Sep 2025,-2794.1,154.8,9796.7,7157.4,1060.1,-491.6
24 Sep 2025,-1867.8,-176.8,-4272.1,-6316.7,-3264.3,-1298.5
25 Sep 2025,-4100.6,-8.9,6087.3,1977.8,-1796.4,-3197.2
26 Sep 2025,-4979.3,-448.2,2466,-2961.5,10139.6,4681.4
29 Sep 2025,-1354.8,-159,3469.8,1956,-3161.5,-4567.9
30 Sep 2025,-4026.1,-107.1,13462.1,9328.9,1521.4,1521.4
1 Oct 2025,183.7,90.6,10456.9,10731.2,6886.8,-2234.3
2 Oct 2025,NA,NA,NA,NA,0,NA
3 Oct 2025,-1584.5,1241.7,-1219.3,-1562.1,3396.9,-974
6 Oct 2025,-1471.7,325.9,2225,1079.2,1050.1,-1139.4
7 Oct 2025,1663.6,-558.1,15968.6,17074.1,-4192.8,-2294.7
8 Oct 2025,737.8,1043.5,-1098.7,682.6,-2007.8,1114.6
9 Oct 2025,2406.5,-215.6,2309.9,4500.8,-4165.7,-965.7
10 Oct 2025,2743.3,79.2,12916.5,15739,1052.2,-1413.4
13 Oct 2025,3555.4,234.2,-4694.6,-905,1012.6,1633.6
14 Oct 2025,-576.8,14.5,17631.8,17069.5,4125.8,933
15 Oct 2025,696,1526.4,1589.3,3811.7,443,-2344.1
16 Oct 2025,2152.3,1657,29387.4,33196.7,3242.5,2418.3
17 Oct 2025,882.2,357.1,1230.9,2470.2,-2499.4,NA
20 Oct 2025,NA,NA,8802.5,8802.5,1553.5,NA
21 Oct 2025,764.3,6.1,-3714.9,-2944.5,-605.7,NA
23 Oct 2025,-796.8,-41.7,22883.7,22045.2,3704.1,NA
24 Oct 2025,567,-321,-882.6,-636.6,-436.3,NA
27 Oct 2025,616,-68.2,-3459.2,-2911.4,3611.9,679
28 Oct 2025,9431.1,-119.2,29065,38376.9,-15617.3,-4211.1
29 Oct 2025,-780.3,-875.5,-3157.3,-4813.1,1879.5,-1344.9
30 Oct 2025,-2552.7,-762.1,3706.9,392.1,-502.9,-269.2
31 Oct 2025,-7586.8,-128.3,8176.9,461.8,349,-4523.1
3 Nov 2025,-1932.2,-461.5,-7542.3,-9936,-1066.3,-2413.2
4 Nov 2025,-326.2,-682.2,52742,51733.6,-1768.6,-407.5
6 Nov 2025,-2723.6,-485.8,-6062.5,-9271.9,-5530.5,-2286.4
7 Nov 2025,7738.8,-116.2,7256.4,14879,-2839.3,-5392.2
10 Nov 2025,-5034.6,-106.2,-10186.3,-15327.1,-2809.9,-2646.2
11 Nov 2025,2181.4,265.2,8631.7,11078.3,-5450.8,-2755.3
12 Nov 2025,-462,-34.8,-4133.7,-4630.5,5088,2501.8
13 Nov 2025,2053,-577.3,9104.2,10579.9,-1414.2,5658.4
14 Nov 2025,-4661,-5.9,7805.5,3138.6,-970.4,-3227.2
17 Nov 2025,3667,-40.5,-6521.2,-2894.7,-2937.6,-338
18 Nov 2025,-386.6,-343.2,5435.2,4705.4,-237.7,-821.2
19 Nov 2025,3234.3,-14.1,-5835.8,-2615.6,-4254.3,77.6
20 Nov 2025,449.8,73.2,14157.6,14680.6,-2404.9,3765
21 Nov 2025,-1616.7,-440.6,15974.2,13916.9,10286.9,15974.2
24 Nov 2025,-3850.9,-437.2,-1906.1,-6194.2,-3420.1,-5191.9
25 Nov 2025,974.5,-136.8,-1583.1,-745.4,-5602.2,3626.3
26 Nov 2025,5020.5,-233.1,-4921.6,-134.2,154.2,-417.4
27 Nov 2025,-503.6,-63.7,6686.4,6119.1,-271,-58
28 Nov 2025,-3489.3,-316.3,4376,570.4,-1803.9,-1803.9
1 Dec 2025,-846,1193.1,892.9,1240,-1200.6,-337.7
2 Dec 2025,-4033.5,18.8,11461.9,7447.2,-8893.6,-5135.7
3 Dec 2025,-4752.4,-291.1,3247.9,-1795.6,-2736.6,-5010.3
4 Dec 2025,1301.1,-354.5,-5885.1,-4938.5,-4755.6,-2848.1
5 Dec 2025,-16.5,-254.1,3424.2,3153.6,1953.5,-31.7
8 Dec 2025,-87,53.3,-14499.9,-14533.6,-2167.2,-2612.5
9 Dec 2025,-2127.7,-329.3,41813.7,39356.7,-2724,-3908.4
10 Dec 2025,-2052.8,110.9,-376.3,-2318.2,2249.3,-967.7
11 Dec 2025,-1851.4,-140.5,-6960.1,-8952,1280.1,-2534.6
12 Dec 2025,134.8,370.4,6621.2,7126.4,-752,447.6
15 Dec 2025,578.8,54.7,-9116.3,-8482.8,-7582.3,398.4
16 Dec 2025,-1425,684.4,5264.6,4524,671.9,801.2
17 Dec 2025,1658.1,-162.2,-6799.7,-5303.8,2857.1,290.5
18 Dec 2025,2824,277.5,-239.6,2861.9,-1305.9,-874.7
19 Dec 2025,2167.3,389.3,5416.4,7973,3761.6,-874.7
22 Dec 2025,187.6,179.2,7020.6,7387.4,784.9,-35.4
23 Dec 2025,-1347.7,-809.6,81.3,-2076,2106,-962.8
24 Dec 2025,-1557,-312.6,1211.7,-657.9,-2884,-2004.9
26 Dec 2025,-1672.3,-333.3,8002.7,5997.1,1305.1,105.7
29 Dec 2025,-2616.7,57.9,-5913.5,-8472.3,-1487.2,440.1
30 Dec 2025,-3587.1,631.3,18825.5,15869.7,-8089.7,-3145.2
31 Dec 2025,-4568.7,-48,7583.1,2966.4,324.3,-2841.1
