Date,MF_Equity_Gross_Purchase,MF_Equity_Gross_Sales,MF_Equity_Net_Purchase_Sales,MF_Debt_Net_Purchase_Sales,MF_Debt_Gross_Sales,MF_Debt_Gross_Purchase
6 Mar 2023,3917.2,3952.5,-35.2,345.5,6961,7306.5
8 Mar 2023,3359.5,3945.5,-585.9,-59.1,8968.1,8909
9 Mar 2023,3049.2,3125.1,-75.9,1105.4,7288.2,8393.6
10 Mar 2023,3772.6,2681.2,1091.3,422.3,7609.6,8031.8
13 Mar 2023,5619.5,4529.3,1090.1,2033.5,8777.2,10810.7
14 Mar 2023,5457,3834.7,1622.2,-1268.1,13399.4,12131.2
15 Mar 2023,4778.6,3585,1193.6,-979.5,10565.1,9585.7
16 Mar 2023,7330.1,5614.2,1716,1291.6,8746.9,10038.5
17 Mar 2023,6769,5335,1433.9,1922.6,6614.3,8536.8
20 Mar 2023,8858.1,6288.4,2569.7,1245.5,17296.3,18541.8
21 Mar 2023,4399.1,3423.4,975.7,906.5,5133,6039.5
22 Mar 2023,2675.5,3000.6,-325.1,-0.1,2.9,2.8
23 Mar 2023,5181.5,3184,1997.5,-376.1,10427.3,10051.2
24 Mar 2023,3980.6,2013.5,1967.1,95.8,8773.5,8869.3
27 Mar 2023,3879.4,2446.1,1433.2,-2397,9780.7,7383.7
28 Mar 2023,3353.9,3443.8,-89.8,-4726.5,16573.9,11847.4
29 Mar 2023,10092.6,10774.5,-682,826.8,7615.7,8442.5
31 Mar 2023,6345.4,4114.8,2230.5,2400.3,8156,10556.3
3 Apr 2023,4226.5,4293,-66.5,2453.8,6477.4,8931.2
5 Apr 2023,5289.1,6379.7,-1090.6,3916.4,4694.2,8610.6
6 Apr 2023,4122.2,5094.3,-972,3173.4,6160.2,9333.5
10 Apr 2023,5370.5,5222.6,147.9,671.4,5414.9,6086.3
11 Apr 2023,5418,6012.1,-594.1,2268.4,5076.1,7344.5
12 Apr 2023,5622.1,6078.5,-456.4,1818.8,8696.9,10515.7
13 Apr 2023,4354.8,4829.3,-474.5,-787.1,4559.2,3772.2
17 Apr 2023,6712.1,5820,892.1,945.3,4841.7,5787
18 Apr 2023,4146.6,4383,-236.5,1339.5,5427.2,6766.7
19 Apr 2023,3702.8,3776.2,-73.4,559.6,8393.7,8953.3
20 Apr 2023,3056.5,2609.7,446.8,1574,6880.6,8454.5
21 Apr 2023,3775.8,2536.5,1239.4,-479.1,6953.8,6474.7
24 Apr 2023,4591.2,3260.7,1330.5,-3023.2,7886.3,4863.1
25 Apr 2023,4830.6,4360.7,469.9,-836.2,6399.1,5563
26 Apr 2023,4000.4,4198.5,-198,940.9,7304,8244.9
27 Apr 2023,6173.3,11626.9,-5453.6,-4135.2,12567.2,8432.1
28 Apr 2023,4855.2,4298.8,556.4,-1100.1,4627,3526.9
2 May 2023,4448.8,4742.5,-293.6,-2379,7145.4,4766.4
3 May 2023,3912.3,4469.2,-556.8,-1095.5,7050.8,5955.4
4 May 2023,4015.3,3639.6,375.7,-2076.4,7213.5,5137.1
5 May 2023,4013,5280.2,-1267.2,-5.2,7.8,2.6
8 May 2023,4355.7,4210.4,145.2,-524.3,6237.6,5713.3
9 May 2023,5044.7,4658.4,386.3,24.6,5311,5335.6
10 May 2023,4052.5,4736.3,-683.8,-540.3,10780.5,10240.2
11 May 2023,5129.9,4505.9,624,-771.1,8301.7,7530.6
12 May 2023,3723.3,4336.2,-612.8,-1032.6,8268.2,7235.7
15 May 2023,3949.5,3417.5,532,-1930.1,6854.5,4924.3
16 May 2023,4766.5,4996.6,-230.1,672.1,8880.5,9552.6
17 May 2023,4393.3,4298.2,95.1,1709.7,11078.1,12787.8
18 May 2023,4286.2,4160.9,125.2,-103.9,8654.6,8550.7
19 May 2023,4588.5,3808.7,779.8,938.6,10529,11467.5
22 May 2023,4202.3,3504.5,697.8,4490.5,6484.6,10975.1
23 May 2023,3895.5,3577.8,317.7,415.5,9355.9,9771.4
24 May 2023,4197.7,3689.2,508.5,-824.7,7233.9,6409.2
25 May 2023,6141.2,7651.7,-1510.5,-1880.4,8011.6,6131.2
26 May 2023,5738.4,3912.1,1826.3,1061.6,7367.8,8429.4
29 May 2023,4663,3588.7,1074.2,-627.2,5571.6,4944.4
30 May 2023,4589.9,4486.4,103.4,-386.6,7456.2,7069.6
31 May 2023,6195.8,6185.9,10,58.5,2549.4,2607.9
1 Jun 2023,5348.5,3561.8,1786.7,687,9850.5,10537.5
2 Jun 2023,5117.5,4740.5,377,1747.5,6484.4,8231.8
5 Jun 2023,5732.8,4417.2,1315.6,1146,5560.3,6706.4
6 Jun 2023,4118.6,4801,-682.5,1344.9,6214.5,7559.4
7 Jun 2023,4187.6,3891.1,296.5,-327.1,10161.8,9834.7
8 Jun 2023,3975.6,4384.5,-409,842.7,8935,9777.8
9 Jun 2023,4741.1,3857.1,884,-44,9037.5,8993.6
12 Jun 2023,5319.1,3782.9,1536.2,548.1,6869.8,7417.9
13 Jun 2023,4894.2,4903.9,-9.7,1742.7,9166.8,10909.6
14 Jun 2023,4192.4,4701.3,-508.9,121.2,9253.4,9374.7
15 Jun 2023,4949.1,4883.9,65.2,2628.8,4563.4,7192.2
16 Jun 2023,5845,4951,894,1214.7,8355.2,9569.9
19 Jun 2023,4727.4,4794.1,-66.7,2529.2,4480.7,7009.9
20 Jun 2023,7973.3,5176.2,2797.1,1236.1,8221.2,9457.4
21 Jun 2023,5591.9,4926.5,665.4,2715.2,5812.5,8527.7
22 Jun 2023,5185.7,4747.8,437.9,-688.4,8954.3,8266
23 Jun 2023,4721.7,4808.9,-87.2,683.3,7948.7,8632
26 Jun 2023,4035.7,3493.6,542.1,-1359.9,6234.5,4874.6
27 Jun 2023,3417.9,4506.4,-1088.6,-2956.8,9285.6,6328.8
28 Jun 2023,9381.4,13909.8,-4528.4,-1790.7,5859.4,4068.7
30 Jun 2023,5918,4470.7,1447.3,-3395.6,4942.3,1546.7
3 Jul 2023,3873.1,3224.2,649,4673.3,2697.8,7371
4 Jul 2023,3247,3575,-328,1206.2,3083.4,4289.6
5 Jul 2023,4293.1,4581.2,-288.1,847.7,4349.2,5196.9
6 Jul 2023,4462.2,4615.7,-153.4,1298.2,2696.8,3995
7 Jul 2023,2455,2971.4,-516.4,-1125.9,2641.9,1516
10 Jul 2023,4335.4,3232,1103.4,1804,2501.4,4305.4
11 Jul 2023,5140.6,4779.2,361.3,-416.8,3214.2,2797.4
12 Jul 2023,10557.3,9799.7,757.6,-326,4823.5,4497.5
13 Jul 2023,3128.6,3065.5,63.1,434.8,2127.8,2562.6
14 Jul 2023,3467.3,4006.5,-539.2,116.1,2764.1,2880.2
17 Jul 2023,4230.3,3048.2,1182.1,1629.9,1809.1,3439
18 Jul 2023,3439.9,3724.9,-284.9,1211.3,1984.1,3195.4
19 Jul 2023,3917.4,6113.4,-2196,-1035.3,3788.9,2753.7
20 Jul 2023,4514.5,4054.1,460.4,-1527.8,5159.7,3631.9
21 Jul 2023,6456.4,4606.1,1850.4,-2031,5240.6,3209.6
24 Jul 2023,3851.2,2988.2,863,-1352.2,4388.3,3036
25 Jul 2023,3431.8,3040.6,391.2,-1020.6,2198.3,1177.7
26 Jul 2023,3028.6,2488.3,540.3,-1830.7,5104.6,3273.9
27 Jul 2023,6125.4,6529.4,-404,1385.8,5640.3,7026.1
28 Jul 2023,4673.5,2801,1872.5,-423.1,6400.3,5977.2
31 Jul 2023,6866.8,4543.4,2323.4,-446.6,6218,5771.4
1 Aug 2023,8468.8,6293.3,2175.4,1555.7,4698.1,6253.8
2 Aug 2023,2549.8,1839,710.8,291.1,4491.6,4782.7
3 Aug 2023,3081.7,2594.2,487.5,75.9,3517.9,3593.8
4 Aug 2023,6243.9,5794,449.9,-706.4,9697.5,8991.1
7 Aug 2023,5769.2,4203.8,1565.4,-2634.3,10195.4,7561
8 Aug 2023,6825.9,6141.8,684.1,-3071,10197.7,7126.6
9 Aug 2023,6102.2,6309.2,-207,-1311.4,6840.5,5529.1
10 Aug 2023,7024.6,6361.2,663.4,-6365,10330.4,3965.4
11 Aug 2023,6866.9,6080.7,786.2,-1801.8,10377.7,8575.9
14 Aug 2023,5935.1,4490.9,1444.3,184.4,5462.4,5646.8
16 Aug 2023,6860.6,4630.1,2230.5,-24.8,36.3,11.5
17 Aug 2023,4151.3,3542.7,608.6,-2922.4,9359.8,6437.4
18 Aug 2023,2571.8,2553.8,17.9,-3636.8,7408.1,3771.2
21 Aug 2023,5078.2,3609.3,1468.9,-408,8260.3,7852.3
22 Aug 2023,4554,3592.6,961.4,-900.6,8798.1,7897.5
23 Aug 2023,5218.7,4777.6,441.1,-31,8568.8,8537.9
1 Sep 2023,9177.7,6283.4,2894.3,12.6,8769.8,8782.4
4 Sep 2023,6450.5,5210.2,1240.4,1213.6,8049.2,9262.8
5 Sep 2023,5951.7,5300.7,651,1569.3,8478.1,10047.3
6 Sep 2023,8618.4,8252.3,366.2,-81.8,6778.7,6696.9
7 Sep 2023,5347.1,4855.3,491.8,-486.4,11474.6,10988.2
8 Sep 2023,6337.9,5302,1035.9,-261.9,3348.3,3086.4
11 Sep 2023,6729,6088.8,640.2,-471.2,4871.4,4400.2
12 Sep 2023,8009.1,7356.8,652.3,556.8,5742.6,6299.4
13 Sep 2023,6420.8,5000.2,1420.6,240.5,7080.6,7321.1
14 Sep 2023,4322.8,4388.1,-65.3,713.9,6857.9,7571.8
15 Sep 2023,9773.6,7975.4,1798.2,-2584.7,10817.2,8232.5
18 Sep 2023,5931.5,5113.3,818.2,778.4,7481.6,8260.1
20 Sep 2023,7935.6,7068.1,867.5,-1020.6,6790.7,5770.1
21 Sep 2023,5992.5,4573.7,1418.7,-2298.5,13677.3,11378.7
22 Sep 2023,6073.6,4216.6,1857,2.1,8288.3,8290.4
25 Sep 2023,6377.7,4134,2243.6,1232.7,8389.5,9622.2
26 Sep 2023,5631.2,4226,1405.2,-3458.2,12753.4,9295.2
27 Sep 2023,4214.8,4203.7,11.2,-793.9,8330.4,7536.5
28 Sep 2023,11448.3,12683,-1234.7,-1255.6,1664.2,408.6
3 Oct 2023,7620.8,5925.2,1695.6,2097.9,5765.9,7863.8
4 Oct 2023,7406,6238.4,1167.5,791.9,5767.1,6559.1
5 Oct 2023,4770.2,4477.4,292.8,834,5038.2,5872.2
6 Oct 2023,5276.5,4432.3,844.2,-2204.5,8480.8,6276.3
9 Oct 2023,6653.2,4258.2,2395,-750.3,5598.5,4848.1
10 Oct 2023,6923,4588.8,2334.2,992.8,7229.6,8222.5
11 Oct 2023,6122.3,4871.9,1250.4,931.6,6244.7,7176.2
12 Oct 2023,6386.4,4720.8,1665.6,383.2,5562.4,5945.6
13 Oct 2023,5427.6,5844.2,-416.6,1516.8,6099.1,7616
16 Oct 2023,5285.9,3941.9,1344,-1371.3,8358.6,6987.3
17 Oct 2023,4877.4,4529,348.4,-1754.9,8858.9,7104.1
18 Oct 2023,6033.2,5076.7,956.4,-2405.3,8806.6,6401.2
19 Oct 2023,5181.4,4454.9,726.5,-4390.8,15198.2,10807.4
20 Oct 2023,2375.7,2209.7,165.9,-3478.3,7979.6,4501.3
23 Oct 2023,3099.6,2556.2,543.4,-1377.7,5339.2,3961.4
25 Oct 2023,2927.6,2242.2,685.3,-217.5,6338.7,6121.1
26 Oct 2023,4454.9,4266.3,188.6,1247.1,6168.7,7415.8
27 Oct 2023,2072.5,2076.1,-3.6,5393.5,6249,11642.4
30 Oct 2023,2389.7,1800.4,589.4,-2960.1,8603.6,5643.5
31 Oct 2023,735.5,592.6,142.9,40.4,1096.4,1136.8
1 Nov 2023,2600.8,2072.2,528.5,317.3,1588.8,1906
2 Nov 2023,3508.2,2874.6,633.7,336.5,5354.5,5691
3 Nov 2023,3507.6,3535.7,-28.1,-805,6297.8,5492.8
6 Nov 2023,4666.8,4290.9,375.9,-257.5,7381.6,7124.1
7 Nov 2023,5129.6,4403.3,726.4,201.8,7238.1,7439.8
8 Nov 2023,4518.9,3466.7,1052.2,-1575.5,10631.1,9055.6
9 Nov 2023,5636.5,4303.9,1332.5,-235.9,10459.1,10223.2
10 Nov 2023,4828.5,3723.8,1104.6,-1901.2,9922.1,8020.9
12 Nov 2023,49.9,13.2,36.8,-0.2,2.6,2.5
13 Nov 2023,4162.2,3509.8,652.5,-714.2,8353.8,7639.6
15 Nov 2023,6168.6,5042,1126.6,-404,6888.3,6484.2
16 Nov 2023,5014.5,4428.7,585.7,-3026.3,12022.3,8996
17 Nov 2023,5307.5,5062.8,244.7,-2068.9,12513.6,10444.7
20 Nov 2023,5128.5,4597.2,531.4,-429,8568.1,8139.1
21 Nov 2023,4848.2,3947.1,901.1,-3216.5,10529.7,7313.1
22 Nov 2023,5744.8,4158.2,1586.6,763.1,8792.6,9555.7
23 Nov 2023,4647.5,4296.5,351,-2198.4,16207.1,14008.6
24 Nov 2023,4597.5,4111.6,486,-6440,18095.2,11655.2
28 Nov 2023,6816,4912.2,1903.8,-6026.9,12123,6096.1
29 Nov 2023,10502.6,6280.7,4222,3793.2,13751.6,17544.8
30 Nov 2023,14076.2,14775.8,-699.5,-3506.5,8326.4,4819.8
1 Dec 2023,9273.2,7165.5,2107.7,1546.6,8871.1,10417.7
4 Dec 2023,13294.4,8034.7,5259.7,1133.4,4693.3,5826.7
5 Dec 2023,7705.8,7314,391.8,154.2,4415,4569.3
6 Dec 2023,10061.3,8080.6,1980.7,-1805.8,9289.4,7483.6
7 Dec 2023,6546.5,5293.9,1252.6,1654.9,6577.7,8232.6
8 Dec 2023,7778.3,6996.9,781.5,531.9,6288.4,6820.3
11 Dec 2023,6580,7231.1,-651,-351.8,7735.9,7384.1
12 Dec 2023,8935,7551.3,1383.7,-4520,11062.5,6542.4
13 Dec 2023,6888.5,5772.6,1115.9,-298.9,8667,8368.1
14 Dec 2023,9473.4,8289.4,1184,886.8,16188,17074.8
15 Dec 2023,8948.9,10529.1,-1580.2,-1450.7,11485.3,10034.6
18 Dec 2023,8068,6858.7,1209.4,-1594.9,8620.3,7025.4
19 Dec 2023,7345,6395.4,949.6,276.1,16620.8,16896.9
20 Dec 2023,11703.2,7930.4,3772.8,-1690.6,12430.7,10740.1
21 Dec 2023,8152.3,6105.1,2047.3,-2695.4,16523.9,13828.5
22 Dec 2023,8190.1,5771.9,2418.2,-1071.4,11012.9,9941.4
26 Dec 2023,7298.9,6076.2,1222.8,-1698.7,7401.5,5702.9
27 Dec 2023,7249.1,7286.3,-37.1,-1401.3,8670.4,7269.2
28 Dec 2023,22384,24960.9,-2576.9,-1571,10388.7,8817.7
29 Dec 2023,8811,7415.7,1395.3,-143,5825,5682
