Date,MF_Equity_Gross_Purchase,MF_Equity_Gross_Sales,MF_Equity_Net_Purchase_Sales,MF_Debt_Net_Purchase_Sales,MF_Debt_Gross_Sales,MF_Debt_Gross_Purchase
19 Mar 2021,5705.4,5126.6,578.9,4084.7,5585.5,9670.2
22 Mar 2021,3269,3106.8,162.1,-1675.4,12666.9,10991.5
23 Mar 2021,3349.7,4094,-744.4,241.3,6592.5,6833.8
24 Mar 2021,3357.8,3379.9,-22.1,-789.5,7360.2,6570.7
25 Mar 2021,7870,5754.6,2115.5,1084.9,5413.4,6498.3
26 Mar 2021,5156.9,3457,1699.9,2215.6,5276,7491.6
30 Mar 2021,6110.2,5451.8,658.4,233.5,4672.5,4906
31 Mar 2021,4463.2,2039.2,2424,2031.5,5114.4,7145.9
1 Apr 2021,2510.4,2621.5,-111.1,0.3,0.3,0.7
5 Apr 2021,3374.5,3603.2,-228.7,2925.2,2900.4,5825.6
6 Apr 2021,3286.2,3373.3,-87.1,2532.3,5409.4,7941.7
7 Apr 2021,3265.6,3321.5,-55.9,-651.9,4431.1,3779.3
8 Apr 2021,2953.5,3007.9,-54.4,1384.8,4202.1,5586.8
9 Apr 2021,3673.9,3629.3,44.6,2355.8,6837.2,9193
12 Apr 2021,4443.4,4699.6,-256.2,364.4,5178,5542.4
13 Apr 2021,3189.4,2885.6,303.8,0.7,0.1,0.8
15 Apr 2021,3487,4319.4,-832.4,1174.2,5223.2,6397.4
16 Apr 2021,3461.8,3316.5,145.2,-181.3,5333.7,5152.4
19 Apr 2021,4402.7,2826,1576.7,2453.3,5766.5,8219.9
20 Apr 2021,3436.3,2660,776.3,851.9,5796.4,6648.3
21 Apr 2021,30.8,0,30.8,0,0,0
22 Apr 2021,3723.7,3127.8,595.9,2099.6,5238.8,7338.4
23 Apr 2021,3320.3,2267.8,1052.5,2997.2,4007.7,7004.9
26 Apr 2021,4376.7,3063.5,1313.2,1077.6,4568.1,5645.7
27 Apr 2021,3949.2,2723,1226.2,769.3,7034.7,7804
28 Apr 2021,4001.3,3426.7,574.5,960.2,4664.3,5624.4
29 Apr 2021,4050.4,6217,-2166.6,-577.2,8627.6,8050.4
30 Apr 2021,4216.4,2537.4,1679,1052.1,8361.2,9413.3
3 May 2021,2788.3,2773.1,15.2,400.2,5306.7,5707
4 May 2021,3141.8,2724.6,417.2,293.6,5690.6,5984.2
5 May 2021,3066.9,2808,258.9,-166.2,7823.7,7657.4
6 May 2021,2746.9,3491,-744.1,531.1,9393.1,9924.2
7 May 2021,4609.2,3607.1,1002.1,83.8,9222.7,9306.5
10 May 2021,3814.5,4604.4,-789.9,34.6,7429.5,7464.1
11 May 2021,3201.8,3847,-645.2,729.7,10079.4,10809.1
12 May 2021,3526.7,3967.6,-440.9,529.8,10517.4,11047.2
14 May 2021,3807.2,3160.3,647,-812.2,6552.5,5740.3
17 May 2021,5196.7,3791.6,1405.1,1579.2,5610.5,7189.7
18 May 2021,4292,4055.8,236.2,1507.1,5247.9,6755.1
19 May 2021,3393.3,4043.8,-650.4,771.4,8766.6,9537.9
20 May 2021,3254.9,3682.6,-427.7,43.5,7169.5,7213.1
21 May 2021,4272,3695.2,576.8,129.5,9422.3,9551.8
24 May 2021,3491.2,4150.9,-659.8,-116,6899.9,6783.9
25 May 2021,2901.8,3214.7,-312.9,1382.3,7604.2,8986.6
26 May 2021,2955.2,2932,23.2,-0.9,1.5,0.6
27 May 2021,5700.4,7472.5,-1772.1,-2124.1,11707.8,9583.8
28 May 2021,4917.1,3489.3,1427.8,-1644.6,11675.4,10030.8
31 May 2021,3765.9,3227,539,179.9,9253,9432.9
1 Jun 2021,3192,2691.8,500.2,-369.7,7045.1,6675.4
2 Jun 2021,3477.9,3000.7,477.2,509.8,5333.7,5843.5
3 Jun 2021,3205,3233.9,-28.9,-58.4,6654.4,6596
4 Jun 2021,2574.5,3515.9,-941.4,104.3,6427,6531.2
7 Jun 2021,4112.5,3205.4,907.1,1494.2,5486.6,6980.7
8 Jun 2021,2342.8,3711.6,-1368.8,1534.7,7270.3,8805
9 Jun 2021,4026.4,4233.5,-207,384.1,3994.3,4378.4
10 Jun 2021,2759.1,3378.3,-619.2,1804,6506,8309.9
11 Jun 2021,3001.4,2923.7,77.7,804.4,6745.1,7549.6
14 Jun 2021,3252.2,2770.6,481.7,410.4,4645.6,5055.9
15 Jun 2021,2494.4,2829.2,-334.8,-2154.2,8242.8,6088.7
16 Jun 2021,2662.9,3457.5,-794.6,2410.2,10038.9,12449.1
17 Jun 2021,3799.3,3659.9,139.4,-633.6,9388.6,8755
18 Jun 2021,5853.9,5137.5,716.4,-1667.6,11065.5,9398
21 Jun 2021,2940.6,2108.1,832.5,468.6,9013.2,9481.8
22 Jun 2021,3268,2925.7,342.3,-800.8,6456.9,5656.1
23 Jun 2021,3459.9,2255.3,1204.7,534.1,5713,6247.1
24 Jun 2021,5658.2,6526.2,-868,-14.7,6919,6904.3
25 Jun 2021,5337.8,3716.3,1621.5,75.1,7491,7566.1
28 Jun 2021,4125.9,3009.4,1116.5,-1008.2,8860.9,7852.7
29 Jun 2021,7149.4,5413.6,1735.7,1376.3,6628.3,8004.6
30 Jun 2021,4312.2,2865.4,1446.9,1246,6328,7574
1 Jul 2021,3416.2,2798.6,617.7,-26,7935.6,7909.6
2 Jul 2021,3506.1,2631.2,874.9,-1238.5,4200.2,2961.6
5 Jul 2021,3332,2537.4,794.6,-442.9,2809.7,2366.8
6 Jul 2021,4146.1,3916.6,229.5,-1313.5,7886.5,6573
7 Jul 2021,3142.8,2930.9,211.8,421.3,5175.8,5597.1
8 Jul 2021,2527.6,3434.7,-907,1426.8,4133.9,5560.7
9 Jul 2021,3068.4,2464.6,603.7,4007.6,7433.7,11441.3
12 Jul 2021,2891.3,2554.4,336.8,1048.7,3771.4,4820.1
13 Jul 2021,3928.4,3636.5,291.9,351,5558.4,5909.4
14 Jul 2021,3824.6,2580.2,1244.4,2.1,6897,6899.1
15 Jul 2021,3646.5,3142.9,503.7,-290.8,6479.6,6188.8
16 Jul 2021,4147.9,3678,469.9,552.2,6723.2,7275.3
19 Jul 2021,4459.5,3199,1260.4,2504.4,5187.2,7691.5
20 Jul 2021,4516.8,3418.5,1098.3,867.1,8871.1,9738.3
22 Jul 2021,4516.6,3674.5,842,477,6841.5,7318.5
23 Jul 2021,5544.3,3486.9,2057.4,706.2,6626.1,7332.3
26 Jul 2021,5008.7,3420.1,1588.6,1234.2,5537.6,6771.8
27 Jul 2021,4866.6,3707.3,1159.2,1472.4,5188,6660.4
28 Jul 2021,5286.8,4128.4,1158.4,1339.6,5284,6623.6
29 Jul 2021,11210.4,8420,2790.4,684,7699.7,8383.7
30 Jul 2021,6184,3694.8,2489.1,1610.3,4437,6047.3
2 Aug 2021,4812.8,3526.2,1286.5,194.7,5936,6130.7
3 Aug 2021,4868.4,4953.6,-85.1,-82.3,4781.2,4698.9
4 Aug 2021,5623.5,6031.5,-408,2678.8,3901,6579.8
5 Aug 2021,6307.7,5577.1,730.6,1019.1,3677,4696.1
6 Aug 2021,5829.1,5540.6,288.6,1793.7,6774.9,8568.7
9 Aug 2021,3440.8,3633.5,-192.7,408.4,3865,4273.4
10 Aug 2021,4262.8,3384.1,878.6,299.6,5378.9,5678.5
11 Aug 2021,5308.2,4304.3,1004,-569.3,5361.9,4792.6
12 Aug 2021,4002.5,3290.2,712.3,1765.4,8801.7,10567.2
13 Aug 2021,3987.6,3729.9,257.8,2421.3,4334.2,6755.5
16 Aug 2021,3523.2,3110.1,413.1,2.6,1,3.6
17 Aug 2021,3853.5,3019.1,834.4,768.6,2319.2,3087.8
18 Aug 2021,3293.2,3492.2,-199,1889.9,4608.8,6498.6
20 Aug 2021,4866.2,3812.8,1053.3,526.4,3465.3,3991.6
23 Aug 2021,4600.7,2832.4,1768.3,796.5,3056.3,3852.8
24 Aug 2021,5517.2,3292.2,2225,-417.3,6060.2,5642.9
25 Aug 2021,3424.4,3407.2,17.2,832.2,5019,5851.2
26 Aug 2021,8033.8,8323.4,-289.6,1291.1,4506.2,5797.3
27 Aug 2021,4337,2917.8,1419.2,868.5,5543.1,6411.6
30 Aug 2021,4822.4,4122.2,700.2,2667.2,5777.3,8444.5
31 Aug 2021,4404.3,5273.1,-868.7,1939.4,9067.1,11006.5
1 Sep 2021,3883.9,4399.8,-515.9,3375.3,4840.6,8215.8
2 Sep 2021,4915.6,4064.1,851.5,1125.6,4991.6,6117.2
3 Sep 2021,5445.8,4597.1,848.7,983.3,4180,5163.3
6 Sep 2021,4605.2,4354.6,250.6,2071.4,7247.6,9319.1
7 Sep 2021,3931,4184.7,-253.7,-421.8,7605.8,7184
8 Sep 2021,4053.5,3608,445.5,344.3,6441.1,6785.4
9 Sep 2021,3991.8,3388.5,603.3,2488.1,4597,7085.2
13 Sep 2021,3260.1,3296.7,-36.6,133.3,5573.6,5706.8
14 Sep 2021,4276.3,4321.4,-45.1,-789.8,6594.1,5804.3
15 Sep 2021,5235.6,5169.2,66.5,279.2,7878.4,8157.6
16 Sep 2021,4556.4,5234.9,-678.6,1851.6,5758.3,7609.9
17 Sep 2021,6156,6718.8,-562.8,2011.8,9151.8,11163.6
20 Sep 2021,4031.6,5597.3,-1565.7,348.4,7206.7,7555.1
21 Sep 2021,6203.8,3663.6,2540.2,-967.1,5968.1,5001
22 Sep 2021,5534.4,3638.8,1895.6,1408.2,7380,8788.3
23 Sep 2021,5678.2,4734.7,943.5,352.9,7685.6,8038.5
24 Sep 2021,5108.3,5725.6,-617.3,-2033.5,9064.1,7030.5
27 Sep 2021,6036.1,4427,1609.1,-684.9,7450.7,6765.8
28 Sep 2021,5427.8,4503.2,924.6,-1111.6,6197.9,5086.3
29 Sep 2021,11382.6,7448.8,3933.8,-149,6310.1,6161.1
30 Sep 2021,7623.5,11301.3,-3677.8,-2250.7,8119.9,5869.2
1 Oct 2021,4593.2,4718.6,-125.3,2000.3,3970.8,5971
4 Oct 2021,4642.5,4723.6,-81.1,1736.6,4539,6275.6
5 Oct 2021,6654.1,4880.3,1773.8,-199.3,7316.3,7117
6 Oct 2021,3890.3,5576.4,-1686.2,2445.9,5854.8,8300.6
7 Oct 2021,5757.5,3746.7,2010.8,575.5,3821.1,4396.6
8 Oct 2021,4238.1,4462.9,-224.9,-143.9,3442.8,3298.8
11 Oct 2021,5327.1,4818.1,508.9,-5.6,4027.1,4021.5
12 Oct 2021,4693.2,5114.5,-421.3,2120.6,4785.2,6905.8
13 Oct 2021,5797.1,6670.8,-873.8,680.7,5976.5,6657.2
14 Oct 2021,5488.5,6159.2,-670.7,234.6,5655.4,5890
18 Oct 2021,5248,6287.4,-1039.4,-804,5572.7,4768.7
19 Oct 2021,3732.6,5549.8,-1817.3,-1.3,2.1,0.8
20 Oct 2021,5743.6,5520,223.6,278,4572.9,4851
21 Oct 2021,7009,5991.1,1017.8,-260.6,6325.2,6064.6
22 Oct 2021,6618.8,4916.8,1702,1019.5,5453.6,6473
25 Oct 2021,8796.3,6465.1,2331.2,-340.8,6952.2,6611.4
26 Oct 2021,5944.2,4643.7,1300.5,-1314.7,7771.9,6457.2
27 Oct 2021,5586.5,5297.2,289.3,-2696.7,8596.1,5899.4
28 Oct 2021,8814.2,10619.8,-1805.6,-1610.8,6649,5038.2
29 Oct 2021,6917.6,3464.7,3453,-1849,5678.4,3829.4
1 Nov 2021,3790.7,3845,-54.3,-444.2,6670,6225.9
2 Nov 2021,3771.8,4072.2,-300.4,1275.1,6630.8,7905.9
3 Nov 2021,3852,3711.7,140.3,1820.5,3831.5,5652
4 Nov 2021,40.1,13.9,26.2,-0.1,1,0.8
8 Nov 2021,5070.2,3151.2,1919,1443.2,4131.2,5574.4
9 Nov 2021,5379.4,4662,717.3,1859.5,4717.6,6577.1
10 Nov 2021,5243.8,3827.8,1416.1,31.1,4905.1,4936.3
11 Nov 2021,3795.5,3596.7,198.8,-487.6,3711.2,3223.7
12 Nov 2021,5236.7,3968.9,1267.8,602.2,4062.5,4664.7
15 Nov 2021,4504.4,3238.5,1265.9,2197.6,5343.2,7540.8
16 Nov 2021,4639.9,4192,447.9,216.3,6247.1,6463.4
17 Nov 2021,3995.7,4153.2,-157.5,-66.8,4726.6,4659.8
18 Nov 2021,4720,3635.9,1084.2,635.4,3881.6,4517
22 Nov 2021,5388.1,3712.7,1675.4,1322.9,5999.3,7322.2
23 Nov 2021,7575.7,6067.9,1507.9,899.6,4372.3,5272
24 Nov 2021,5881.8,2983.5,2898.2,353.4,7765.9,8119.3
25 Nov 2021,7150.4,6608,542.4,597.6,7645.9,8243.6
26 Nov 2021,5905.6,4269.6,1635.9,602.8,4918.2,5521
29 Nov 2021,6823.5,3629.6,3193.9,-24.4,4802.8,4778.4
30 Nov 2021,8874,4178.1,4696,628.4,5578.3,6206.8
1 Dec 2021,4838.5,2317.9,2520.6,-1422.1,6316.8,4894.7
2 Dec 2021,2923,2484.2,438.8,440.6,4708.3,5148.9
3 Dec 2021,4101.2,3163,938.3,2637.7,3014.5,5652.2
6 Dec 2021,3409.9,2371.6,1038.4,1765.5,6109.2,7874.7
7 Dec 2021,4828.8,2594.9,2233.9,-2024.8,8160.4,6135.6
8 Dec 2021,4674.1,3759.6,914.5,3144.4,6340.7,9485
9 Dec 2021,3696,3507.3,188.7,-2137.5,9075.3,6937.8
10 Dec 2021,3081,2866.4,214.6,-144.8,5871.6,5726.7
13 Dec 2021,4585.6,3663.6,921.9,163.2,4793.4,4956.7
14 Dec 2021,3829.8,3535.8,294,-253,5088.6,4835.5
15 Dec 2021,4249.2,2631.5,1617.7,480.2,8514.5,8994.6
16 Dec 2021,3665.4,2052.1,1613.3,603.7,7821.1,8424.9
17 Dec 2021,8055.6,6791.7,1263.9,2233,7378.9,9611.9
20 Dec 2021,6080,3410.4,2669.6,-1472.9,5609.1,4136.2
21 Dec 2021,4155.8,3071.3,1084.6,-2672.4,6522.9,3850.6
22 Dec 2021,3908,2741.5,1166.5,-250.9,4077.9,3827
23 Dec 2021,3806.5,2862,944.5,-638,5194,4556
24 Dec 2021,2441.8,2867,-425.2,755.6,5634.4,6389.9
27 Dec 2021,2798.4,1824.8,973.6,1210,4503.1,5713
28 Dec 2021,2963.2,2417.4,545.8,-514.9,5276,4761.1
29 Dec 2021,3482.8,2736,746.8,88.2,4925.2,5013.4
30 Dec 2021,9827.1,11325.5,-1498.4,-120.6,3282,3161.4
31 Dec 2021,3580.4,2064.3,1516.1,-285,3446.8,3161.7
