Date,MF_Equity_Gross_Purchase,MF_Equity_Gross_Sales,MF_Equity_Net_Purchase_Sales,MF_Debt_Net_Purchase_Sales,MF_Debt_Gross_Sales,MF_Debt_Gross_Purchase
12 Feb 2026,13896.4,14167.6,-271.2,-2575.7,26813.8,24238
13 Feb 2026,15887.1,12364.6,3522.6,-2723.6,16644.4,13920.8
16 Feb 2026,9874.2,8949.8,924.4,-8276.8,23833.2,15556.4
17 Feb 2026,9239.3,10286,-1046.6,-641.8,30157.3,29515.6
18 Feb 2026,8849.3,9697.4,-848.1,-5722.9,27544,21821.1
19 Feb 2026,9647.6,10862.1,-1214.5,1.9,24.8,26.8
20 Feb 2026,11207.5,9391.4,1816.1,-6760.5,21071.4,14310.9
23 Feb 2026,9596.3,10521.8,-925.5,-5095.8,26947.8,21852
24 Feb 2026,28980,35671.8,-6691.8,-5655.9,23659,18003.1
25 Feb 2026,15206.1,10754.1,4452,-4963.4,29380.9,24417.5
26 Feb 2026,15977.1,11252.4,4724.7,-10261.5,29886.6,19625.2
27 Feb 2026,21177.1,10342.6,10834.5,-4370.4,18769.9,14399.4
2 Mar 2026,16545.5,10406,6139.4,-3135.3,15435,12299.7
4 Mar 2026,19880,10596.9,9283.1,-3622.4,28497,24874.6
5 Mar 2026,14335.9,11585.9,2750,-6583.8,29955.9,23372.1
6 Mar 2026,15144.3,11119,4025.2,-7377.3,30229.4,22852.2
9 Mar 2026,17870.2,9520.9,8349.3,-5793.5,32402,26608.4
10 Mar 2026,13312.4,8571.3,4741,-9110.2,35827.3,26717.1
11 Mar 2026,12327.8,9441.7,2886.1,-8830.8,41466.2,32635.4
12 Mar 2026,15654.7,10360.1,5294.6,-15269.8,45505.1,30235.3
13 Mar 2026,18632.3,10929.2,7703.1,-9343.3,23176,13832.7
16 Mar 2026,21916.2,11230.1,10686.2,-9403.1,22719.8,13316.7
17 Mar 2026,13066.8,9090.4,3976.4,-2560,33938.7,31378.7
18 Mar 2026,12051,10311.8,1739.2,-10101.8,39835.2,29733.5
19 Mar 2026,14559.4,10970.6,3588.8,-7.9,38,30.1
20 Mar 2026,18964.5,14665.9,4298.6,-4444.4,21810.9,17366.6
23 Mar 2026,18597.2,10899.4,7697.8,-5534,19740.7,14206.8
24 Mar 2026,15905.5,11956,3949.5,-6371.1,20399.7,14028.6
25 Mar 2026,17541.5,14941.8,2599.6,-2231.4,18355.5,16124.1
27 Mar 2026,29094.2,28876.5,217.7,-9290.4,17844,8553.7
30 Mar 2026,32283.9,23463.5,8820.3,-10850.1,19359.1,8509
1 Apr 2026,15655.3,9573.8,6081.5,31.4,28.6,60
2 Apr 2026,13800.7,10116.3,3684.4,5946.2,9507.2,15453.3
6 Apr 2026,15653.5,10708.8,4944.7,4830.1,16748.5,21578.7
7 Apr 2026,12670.6,7879.4,4791.2,-549.5,10234.6,9685.1
8 Apr 2026,21096.2,18593.3,2502.9,3043.7,15720,18763.7
9 Apr 2026,12204.2,11837.6,366.6,12256.3,15981.5,28237.8
10 Apr 2026,6468.1,9149.3,-2681.2,5571.3,7432.4,13003.7
13 Apr 2026,13140.4,12383.4,757,3467.9,13323.3,16791.2
15 Apr 2026,9173.5,11218.6,-2045.1,3422.7,10523.5,13946.3
16 Apr 2026,12892.6,15792,-2899.4,799.1,18269.3,19068.4
17 Apr 2026,14078.3,18219.7,-4141.4,1179.8,16282.2,17461.9
20 Apr 2026,14176.9,12047.4,2129.5,-876.2,16339.3,15463.1
21 Apr 2026,14816.9,12389.6,2427.4,-4318.8,18995.5,14676.7
22 Apr 2026,9324.4,10503.7,-1179.3,-2027.8,8204.5,6176.7
23 Apr 2026,14521.5,13513.2,1008.4,-7842.9,21987.3,14144.4
24 Apr 2026,17931.3,12945.7,4985.6,-7751,19854.4,12103.5
27 Apr 2026,16594.2,12518.3,4075.9,-4803.7,16840.4,12036.7
28 Apr 2026,24178.6,24293,-114.4,-2668.9,9349.8,6680.9
29 Apr 2026,12749,9817.3,2931.7,-5988.4,18301.8,12313.4
30 Apr 2026,15338.6,12370.6,2968,-1988.9,12732.8,10743.8
4 May 2026,16238.2,11771.2,4466.9,-707.4,12856,12148.5
5 May 2026,12886.2,11068.9,1817.3,-7612.2,26521.1,18908.8
6 May 2026,18826.6,13041.8,5784.8,-6709.7,32735.4,26025.7
7 May 2026,13918,13551.8,366.1,519.7,31131.5,31651.2
8 May 2026,16952.6,11209.5,5743.1,-5931.2,18076.5,12145.3
11 May 2026,17551.6,13150.5,4401.1,-5808.9,17637.9,11829.1
12 May 2026,17184.8,10178.3,7006.5,-1527.5,20214,18686.5
13 May 2026,14836.2,10030,4806.1,-1538.4,18638.4,17100
14 May 2026,15075.2,14751.2,324,-3167,19122.7,15955.7
15 May 2026,9225.4,10750.7,-1525.3,-2489,17341.1,14852.1
18 May 2026,13956.6,11973.1,1983.5,-2533.9,18563.1,16029.2
