Date,MF_Equity_Gross_Purchase,MF_Equity_Gross_Sales,MF_Equity_Net_Purchase_Sales,MF_Debt_Net_Purchase_Sales,MF_Debt_Gross_Sales,MF_Debt_Gross_Purchase
26 May 2022,7177.5,8108.7,-931.2,-2738.8,7940.7,5201.9
27 May 2022,4611.3,2781.8,1829.5,1467.6,5736.7,7204.3
30 May 2022,4617.3,3556.6,1060.7,1143.4,5272.5,6415.8
31 May 2022,7342.9,5267.8,2075.1,586.9,6945.2,7532.1
1 Jun 2022,4007,3539.4,467.6,-768.4,6257.6,5489.2
2 Jun 2022,3429.4,3930.4,-500.9,825.6,5945.2,6770.9
3 Jun 2022,5567.5,3480,2087.5,-127,4464.3,4337.4
6 Jun 2022,4617,3225,1392,868.7,5573.6,6442.3
7 Jun 2022,3536.1,3039.1,497,-1508,8370.1,6862.1
8 Jun 2022,3879.3,2926.2,953.2,-457.9,6963,6505.1
9 Jun 2022,3301.1,2826.1,475,-459.7,6953.2,6493.5
10 Jun 2022,3576.3,2718.9,857.4,-1111.6,5404,4292.4
13 Jun 2022,5337.4,3398.8,1938.6,-154.8,3632.8,3478.1
14 Jun 2022,4704.9,2402.1,2302.8,276.2,2327.1,2603.3
15 Jun 2022,3330.8,2206.9,1123.9,576.2,4383.5,4959.6
16 Jun 2022,4345.5,3821.4,524.1,-1000,3179.9,2179.9
17 Jun 2022,6986.8,2855.9,4131,-1405.9,4627.4,3221.6
20 Jun 2022,4547.9,3322,1225.9,-1993.1,5661.4,3668.4
21 Jun 2022,5165.3,2902.1,2263.2,-513.6,5517.2,5003.6
22 Jun 2022,2847.1,2341.1,506.1,879,4184.2,5063.2
23 Jun 2022,3758.6,2466.5,1292,-248.2,6574.7,6326.6
24 Jun 2022,5114.8,3490.5,1624.2,288,7390.9,7678.8
27 Jun 2022,2543.1,2053.9,489.2,-124.1,8845.8,8721.8
28 Jun 2022,3718.2,3101.4,616.8,-567.8,6101.4,5533.6
29 Jun 2022,6387.1,6880.8,-493.7,-943.4,6854.4,5911
30 Jun 2022,6018.1,7740,-1721.9,-1011.9,5690.3,4678.4
1 Jul 2022,5802,4438.4,1363.6,822.9,5761.6,6584.5
4 Jul 2022,5150.3,4121.4,1028.8,2199.2,3669.6,5868.7
5 Jul 2022,3549.2,4721.5,-1172.3,2009,4355.2,6364.2
6 Jul 2022,5311.4,4930.4,381,1480.3,4520.2,6000.5
7 Jul 2022,5398.2,4273.9,1124.3,1278,3676.9,4954.9
8 Jul 2022,4190.2,4071.5,118.7,-861.6,4501,3639.4
11 Jul 2022,3323.6,3744.3,-420.6,627.1,5762.8,6389.9
12 Jul 2022,2483.6,2546,-62.4,-1168,5237.2,4069.2
13 Jul 2022,5025.6,3221.8,1803.8,1231.3,7779.3,9010.6
14 Jul 2022,3014.8,3758.9,-744.1,426.4,3619.3,4045.7
15 Jul 2022,4141.8,3411.6,730.2,412.3,4592.1,5004.4
18 Jul 2022,4388.5,3978.9,409.6,-446.4,3598.2,3151.9
19 Jul 2022,3598,3989.9,-391.9,-397.9,3890.7,3492.9
20 Jul 2022,4292.6,4754.3,-461.7,-492.2,9860.6,9368.4
21 Jul 2022,3660.6,4128.1,-467.4,-382.5,5463.6,5081.2
22 Jul 2022,3833,3124,709,828.8,3842.9,4671.7
25 Jul 2022,4071.2,3241.6,829.6,-95.9,4579.6,4483.7
26 Jul 2022,4837.5,3678.7,1158.8,-1036.6,6055.1,5018.5
27 Jul 2022,4059.1,3076.7,982.4,-1134.4,4756.4,3622
28 Jul 2022,6330.9,9139.5,-2808.6,1968,6777.3,8745.3
29 Jul 2022,5215.2,4613.8,601.4,-2808.2,10587.2,7779
1 Aug 2022,3991.9,4228.7,-236.8,2148.5,5088.5,7237
2 Aug 2022,5093.5,4603,490.6,2729.6,7406.6,10136.1
3 Aug 2022,5154.4,4942.8,211.6,924,8346.7,9270.7
4 Aug 2022,4164,3783.8,380.3,-67.8,6378.6,6310.8
5 Aug 2022,6582.3,6976.9,-394.6,489.3,9099.5,9588.8
8 Aug 2022,3803.1,3477.9,325.3,-1946.4,7953.4,6006.9
10 Aug 2022,4067.1,4534.1,-466.9,935.2,8234.9,9170.1
11 Aug 2022,3473.2,3259.4,213.8,-1544.1,6942.6,5398.5
12 Aug 2022,4226.8,4809.3,-582.5,77.1,6874.8,6951.9
16 Aug 2022,4613.1,4486.9,126.2,-1.5,2,0.5
17 Aug 2022,4170.7,4334.5,-163.9,1571,6112.1,7683.1
18 Aug 2022,4562.3,3996.4,565.9,-2206.9,9585.3,7378.4
19 Aug 2022,3948.8,5276.5,-1327.7,924.6,7279.9,8204.5
22 Aug 2022,5189.5,4477.9,711.7,-57,5640.4,5583.5
23 Aug 2022,3962.4,3828.6,133.8,-1100.1,6353.8,5253.7
24 Aug 2022,3733.6,3747.6,-14,737.2,5753,6490.2
25 Aug 2022,5794.4,8086,-2291.5,-1082.5,11580.1,10497.6
26 Aug 2022,4107.3,3350,757.3,2285.2,8007.9,10293.1
29 Aug 2022,5160.4,4556.6,603.8,1090,7574.2,8664.2
30 Aug 2022,4796.4,4959.4,-163,-145,5997.8,5852.8
1 Sep 2022,4873.4,4043.8,829.7,218.5,4514.4,4732.9
2 Sep 2022,4047,4418.5,-371.4,575.8,5538.5,6114.3
5 Sep 2022,4500.6,3970,530.5,820.6,3209.1,4029.7
6 Sep 2022,5735.6,4693.6,1042,1255.3,5318.7,6573.9
7 Sep 2022,4208,3947.8,260.2,-107.6,6768.9,6661.3
8 Sep 2022,4427.1,3945,482.1,446.3,4594.9,5041.2
9 Sep 2022,3793.9,4477.7,-683.8,-722.8,7667.7,6944.8
12 Sep 2022,4887.6,4943.2,-55.5,1002.4,9930.3,10932.7
13 Sep 2022,4641.1,5046.9,-405.8,-378.2,7379,7000.8
14 Sep 2022,6511.6,5666.3,845.3,-1478.7,5353.9,3875.1
15 Sep 2022,5250,4378.7,871.4,-2694,10290.4,7596.3
16 Sep 2022,7673.4,6784,889.3,-669.9,5649.8,4979.9
19 Sep 2022,4249.5,4024.8,224.6,-2583.7,10279.9,7696.2
20 Sep 2022,4783.9,3914,869.8,-2898.1,10608.2,7710
21 Sep 2022,4466.8,3510.6,956.2,-4247,9975.8,5728.8
22 Sep 2022,4748.9,4152.1,596.8,-1620.8,6843.3,5222.5
23 Sep 2022,4852.5,4413.1,439.4,-1334.3,7776.9,6442.6
26 Sep 2022,7560.2,4807.2,2753,-2525.7,8658.8,6133.1
27 Sep 2022,6292.7,3542.8,2749.9,-2192.4,9897.8,7705.4
28 Sep 2022,5305.9,3552.1,1753.8,-616.9,9933.8,9316.8
29 Sep 2022,15299,13590.5,1708.5,-185,6477.2,6292.2
30 Sep 2022,5618.4,3302.6,2315.8,-448.5,5037.3,4588.8
3 Oct 2022,4169.2,5231,-1061.8,484.9,2932.1,3417
4 Oct 2022,4875.7,3585.1,1290.7,393.8,4708.1,5102
6 Oct 2022,4378.1,4588.8,-210.7,-299.8,7124.8,6825.1
7 Oct 2022,4506.2,3922.4,583.8,928.2,4233.1,5161.4
10 Oct 2022,4659.5,3019.9,1639.6,-633.4,4969.8,4336.4
11 Oct 2022,5188.1,3422.8,1765.3,-833.9,4361.5,3527.6
12 Oct 2022,2122.6,1400.4,722.1,-155,3133.9,2978.9
13 Oct 2022,3684.5,3289.8,394.7,49.4,4028.9,4078.2
14 Oct 2022,3197.6,1824.3,1373.2,-1576.2,5674.4,4098.2
17 Oct 2022,3310.6,2025.3,1285.4,977.5,4711.6,5689.2
18 Oct 2022,5954.6,3722.9,2231.7,-854.4,7348.7,6494.3
19 Oct 2022,3592.8,3237.6,355.2,-2338.5,6121.1,3782.6
20 Oct 2022,3160.2,3040.2,120,-2451.5,11746.3,9294.8
21 Oct 2022,3907.8,3842.2,65.7,-567.4,5516.2,4948.8
24 Oct 2022,65,15.3,49.6,0.4,0.1,0.4
25 Oct 2022,4037.4,3079.5,957.9,267.8,4546.7,4814.6
27 Oct 2022,9078.7,13854,-4775.3,-2055,8961.9,6906.8
28 Oct 2022,3514.1,3720.2,-206.2,-333.4,7081.8,6748.4
31 Oct 2022,3944.4,4207.8,-263.4,-327.4,6753.8,6426.3
1 Nov 2022,4468.9,4833.8,-365,-507.2,5674.7,5167.5
2 Nov 2022,3971,4472.2,-501.3,-386.7,9501.5,9114.8
3 Nov 2022,3577.6,3494.2,83.4,-842.3,4585.1,3742.8
4 Nov 2022,4109.5,4054.3,55.2,-100.8,2885.4,2784.6
7 Nov 2022,3948.5,3760.9,187.6,9.3,2263.6,2272.9
9 Nov 2022,4433.2,5191.1,-758,-178.8,4272.8,4094
10 Nov 2022,4950.6,4432.3,518.3,-887.6,7391.1,6503.5
11 Nov 2022,7118.1,5956.7,1161.4,882.5,6408.7,7291.2
14 Nov 2022,4685.8,3717.2,968.6,159.4,5629.6,5789
15 Nov 2022,3139.1,2959.7,179.4,248.2,7695,7943.3
16 Nov 2022,4821.6,3762.8,1058.8,307.6,5765.1,6072.7
17 Nov 2022,3711.6,3199.5,512.1,-234.3,6739.8,6505.5
18 Nov 2022,4708.5,3586.7,1121.8,764.5,10063.3,10827.8
21 Nov 2022,4644.7,2923.2,1721.5,-885.4,5217.9,4332.4
22 Nov 2022,4143.3,3567.8,575.5,-997,5082.1,4085.1
23 Nov 2022,4046.6,3478.6,568.1,279.4,5124.8,5404.2
24 Nov 2022,7911.9,10291.6,-2379.7,-28.2,6423.1,6394.8
25 Nov 2022,3615.6,3834.7,-219.1,-49.7,4747.3,4697.7
28 Nov 2022,4498.7,4585.8,-87.1,1849,4519.1,6368.1
29 Nov 2022,4117,4535.9,-418.9,419.7,5844.8,6264.6
30 Nov 2022,5512,7806.5,-2294.5,-1392.8,7855.6,6462.8
1 Dec 2022,8965.1,6251.3,2713.9,-346.3,7952,7605.7
2 Dec 2022,4038.3,3727.9,310.4,1692,3427.3,5119.3
5 Dec 2022,4809.5,2631.2,2178.2,2379.3,4784.1,7163.4
6 Dec 2022,4251.9,4786.1,-534.2,2977.1,6624.3,9601.5
7 Dec 2022,4197.9,4214.1,-16.2,-69.5,4274.1,4204.6
8 Dec 2022,4786.2,4080.5,705.8,-569.2,4715.8,4146.6
9 Dec 2022,4337,4395.3,-58.3,408.2,4389.7,4797.9
12 Dec 2022,3180.7,2641.2,539.5,-441.6,3672.6,3231
13 Dec 2022,3567.3,3748.7,-181.4,-1124.9,5425.3,4300.4
14 Dec 2022,4386.6,3610,776.6,725.4,6040,6765.4
15 Dec 2022,3628.6,3384.8,243.8,228.1,5453.7,5681.8
16 Dec 2022,6283.8,5024.9,1258.9,51.1,7028.8,7079.9
19 Dec 2022,3560.4,2614.9,945.5,-41.2,6955.5,6914.3
20 Dec 2022,3573.4,3108.8,464.6,-982.5,5308.5,4325.9
21 Dec 2022,4721,3508.5,1212.5,690.8,3859.1,4549.9
22 Dec 2022,4805.8,3170.3,1635.6,-2083.2,6952.7,4869.5
23 Dec 2022,5588.5,3030.2,2558.2,1269,4273.6,5542.6
26 Dec 2022,3684.3,2909.6,774.8,449.2,4838.3,5287.5
27 Dec 2022,2468.9,2313.6,155.3,-154.1,4780,4626
28 Dec 2022,2662.3,2875.8,-213.4,-1555.6,6957.1,5401.5
29 Dec 2022,9994.8,11820.5,-1825.8,-471.8,8972.6,8500.7
30 Dec 2022,3713.1,2665,1048.1,-462.9,6954.2,6491.3
