Date,MF_Equity_Gross_Purchase,MF_Equity_Gross_Sales,MF_Equity_Net_Purchase_Sales,MF_Debt_Net_Purchase_Sales,MF_Debt_Gross_Sales,MF_Debt_Gross_Purchase
16 Apr 2024,9885.2,8404.2,1481,1239.8,5847.3,7087.2
18 Apr 2024,10484.9,9152.2,1332.7,1050.4,9614.4,10664.8
19 Apr 2024,6360.7,7208.1,-847.3,-1654.8,10577.6,8922.8
22 Apr 2024,8643.9,5507.9,3136,-700.6,4685.1,3984.5
23 Apr 2024,9187.8,6840,2347.8,-973,7726.7,6753.8
24 Apr 2024,9677.8,6694,2983.8,-2258.8,12277.2,10018.4
25 Apr 2024,21998.5,19166.4,2832.2,-3158.4,10265.4,7107
26 Apr 2024,12876,8327.9,4548.1,-2111.3,8133.9,6022.6
29 Apr 2024,9775.9,8393.6,1382.3,-2818,10971.4,8153.3
2 May 2024,13351.8,11623.5,1728.3,-876.9,7901.6,7024.7
3 May 2024,11538.1,11143.4,394.7,-394.1,8970.9,8576.8
6 May 2024,11700.4,10773.6,926.9,-4935.7,13318.4,8382.7
7 May 2024,10689.6,9392.8,1296.8,-4144.8,11753.1,7608.3
8 May 2024,13175.8,7636.3,5539.5,-6470.7,11634,5163.3
9 May 2024,13182.6,8859.7,4322.9,-2878.5,11372.2,8493.8
10 May 2024,8614.2,6299.5,2314.8,-8054.8,14785.9,6731.1
13 May 2024,10751.4,6910.9,3840.4,-2072.8,8582.6,6509.8
14 May 2024,9356.7,6585.4,2771.3,-1839.6,11480.9,9641.3
15 May 2024,10306.9,7483.2,2823.7,-2293.6,11438.2,9144.6
16 May 2024,11814,10845.3,968.8,-19.8,13726.7,13706.9
17 May 2024,8968.3,8165.9,802.4,-1083.1,12542.4,11459.2
18 May 2024,137.3,272.6,-135.4,-0.7,8,7.4
21 May 2024,13406.4,10076.2,3330.3,-372.2,9018.2,8646
22 May 2024,11399.9,10250.6,1149.3,-1012.7,9658,8645.2
23 May 2024,10277.6,10472.2,-194.6,-47.7,53.5,5.8
24 May 2024,11057.2,8071.9,2985.4,779.6,9719.8,10499.4
27 May 2024,10678,9160.2,1517.8,1079,11240.1,12319.1
28 May 2024,10587.5,7329.8,3257.7,-1776.2,13017.5,11241.3
29 May 2024,10952.2,5427.2,5525,356.7,11452.1,11808.8
30 May 2024,18821.3,19079.6,-258.3,-2705.7,12445.8,9740.1
31 May 2024,19143.4,16384.9,2758.6,-5301.9,11203.2,5901.3
3 Jun 2024,19416.6,16048.9,3367.7,-287.3,15082.8,14795.5
4 Jun 2024,18100.5,24374.7,-6274.2,-166.2,14629.7,14463.5
5 Jun 2024,24579.2,21659.7,2919.5,340.9,10544.4,10885.3
6 Jun 2024,14470.9,9869.4,4601.6,-2226.9,9392.6,7165.7
7 Jun 2024,12397,13237.4,-840.4,-64.9,8543.1,8478.2
10 Jun 2024,14155.5,10779.5,3376.1,-488,10284.3,9796.3
11 Jun 2024,11834.6,8517.6,3317.1,-1733.7,8862.4,7128.6
12 Jun 2024,7617.3,6635.3,982,2353.2,6290.3,8643.5
13 Jun 2024,9774.6,9677,97.6,1250,14062.5,15312.5
14 Jun 2024,9503,8712.5,790.6,-1608,8706.8,7098.9
18 Jun 2024,11042.9,8379.2,2663.8,-71.8,6680.8,6609
19 Jun 2024,19596.8,12990.2,6606.6,-478.4,12967.3,12488.9
20 Jun 2024,10230.1,10467.6,-237.5,4662,8821.1,13483
21 Jun 2024,15308,14661.4,646.6,214.9,7931.6,8146.5
24 Jun 2024,8975.1,9038.9,-63.9,-1682,8642,6959.9
25 Jun 2024,9884,10417.5,-533.5,-5098.9,10604.9,5505.9
26 Jun 2024,14772.8,9814.9,4957.9,-995.2,10813.8,9818.6
27 Jun 2024,35748.9,41767.3,-6018.3,950.3,4660.5,5610.8
1 Jul 2024,8653.4,5407.8,3245.6,2042.1,1033.6,3075.7
2 Jul 2024,7584.4,6297.2,1287.2,2211.5,1284.4,3495.9
3 Jul 2024,6674,7384.9,-711,4526.4,1642.2,6168.5
4 Jul 2024,5422.6,6723,-1300.4,157,2317,2473.9
5 Jul 2024,7564.7,7289.8,274.9,-1886.3,4883.8,2997.4
8 Jul 2024,7091.2,6448.9,642.3,689.5,3949.2,4638.7
9 Jul 2024,7834.8,6854.6,980.3,293,2647,2940
10 Jul 2024,8800.7,7882.9,917.8,535.2,2609.7,3144.9
11 Jul 2024,8936.5,7487.8,1448.7,-1880.5,4508.1,2627.6
12 Jul 2024,11974.4,13177.5,-1203.1,1273.6,6393,7666.6
15 Jul 2024,12629.8,12778.8,-149,-1688,6329.6,4641.7
16 Jul 2024,13306.4,14082.9,-776.5,-1831.8,12904.8,11073
18 Jul 2024,12241.9,14141,-1899.1,-496.6,6763.5,6266.9
19 Jul 2024,8396.4,9055.9,-659.5,833.9,2371.4,3205.3
22 Jul 2024,5458,6391.2,-933.1,-1319.1,2654,1334.8
23 Jul 2024,9338.2,8796.1,542,60.4,2198.9,2259.3
24 Jul 2024,9501.8,7593.8,1908,-2235.7,6302.8,4067.2
25 Jul 2024,18015.1,14903,3112.1,-2633.2,6437.4,3804.2
26 Jul 2024,11344.2,8317.4,3026.8,295.1,5378.7,5673.8
29 Jul 2024,11605.3,7116.8,4488.5,-4483.9,7421.3,2937.5
30 Jul 2024,11243.4,6991.6,4251.8,195.1,3212.7,3407.8
31 Jul 2024,9369.5,7262.3,2107.2,-1269.9,3067.7,1797.8
1 Aug 2024,10787.4,11696.1,-908.7,-3459.8,7834.2,4374.3
2 Aug 2024,12796.6,11403.6,1393,-2587.3,12096.4,9509.1
5 Aug 2024,17258.9,11410.9,5848,-353.2,10392.7,10039.5
6 Aug 2024,10581.8,8581.6,2000.3,-7241.1,15062.2,7821.1
7 Aug 2024,12878.8,9021.4,3857.4,-2872.4,11462,8589.6
8 Aug 2024,7847.7,9154.2,-1306.4,-2137.6,9065.6,6928
9 Aug 2024,10769.6,8066.1,2703.5,-2572.6,10647.2,8074.6
12 Aug 2024,11053.1,7070.5,3982.7,-3387.4,7844.6,4457.2
13 Aug 2024,10802.2,12569.2,-1766.9,-2376.2,16490.7,14114.5
14 Aug 2024,7611.7,6219.3,1392.4,1422.8,7520.5,8943.4
16 Aug 2024,10220.7,7332.3,2888.4,-3624,9166.1,5542.2
19 Aug 2024,7547.7,6052.3,1495.4,-1305,7491.8,6186.7
20 Aug 2024,10538.4,7863,2675.5,-3235,12194.3,8959.4
21 Aug 2024,10590,7450,3140.1,-4852.7,13462.5,8609.8
22 Aug 2024,9521,6426.7,3094.2,-131.3,16452.5,16321.1
23 Aug 2024,9443.3,7377.8,2065.5,-3094.8,13466.2,10371.4
26 Aug 2024,10563.5,8555.6,2007.9,-931.9,9449,8517.1
27 Aug 2024,9681.6,9415.6,266.1,-1627.2,9018.7,7391.6
28 Aug 2024,10238,9444.2,793.8,-2380.5,10435.4,8054.8
29 Aug 2024,24817.9,26007.7,-1189.7,-2320.1,12687.6,10367.5
30 Aug 2024,16032,18779.1,-2747.1,-3403.2,10322.1,6918.9
2 Sep 2024,9878.4,8884.8,993.6,629.7,8681.6,9311.3
3 Sep 2024,8928.8,7075.8,1853,1939.8,7348.4,9288.2
4 Sep 2024,11670.8,10656.8,1014,-1118.8,9332.9,8214.1
5 Sep 2024,11327.6,7947.5,3380.1,-4635.8,13389.2,8753.4
6 Sep 2024,11432.7,10704.8,727.9,-6981.3,17849.1,10867.7
9 Sep 2024,8790.4,7628.5,1161.9,-2123.7,11904.5,9780.8
10 Sep 2024,9393.6,9323.2,70.5,-1953.5,17150.2,15196.7
11 Sep 2024,8195.4,8445.5,-250.1,-3869.5,18881.5,15012
12 Sep 2024,10250.4,11299.7,-1049.3,-3353.6,17890.6,14537
13 Sep 2024,6761.8,4672.7,2089.1,-2496.6,7748.8,5252.2
16 Sep 2024,5001.5,5115.1,-113.6,-637.7,1193.3,555.6
17 Sep 2024,6337.3,5985.2,352,-6987.4,16930.3,9942.9
18 Sep 2024,7470,6707.5,762.5,-55.6,69,13.4
19 Sep 2024,16052.5,11427.4,4625.1,-4354.4,20426.4,16072.1
20 Sep 2024,15996.8,18794.7,-2798,-564.9,17017.2,16452.3
23 Sep 2024,9822.5,7699,2123.5,-1368.2,13014,11645.8
24 Sep 2024,12958.2,8691,4267.1,-198.5,13567.2,13368.6
25 Sep 2024,10110,7889.7,2220.3,179.8,11167.4,11347.3
26 Sep 2024,25047.4,28190.4,-3143,1288.3,10212.6,11501
27 Sep 2024,45851.7,38065.6,7786.1,-428.9,7123.1,6694.2
30 Sep 2024,14261.9,8070.8,6191.1,200.3,4249.4,4449.7
1 Oct 2024,12043.4,7494,4549.5,4550.1,4934.7,9484.8
3 Oct 2024,20818.3,9765.1,11053.2,580.2,10777,11357.1
4 Oct 2024,16694,8976.4,7717.7,3037.8,7911.4,10949.2
7 Oct 2024,19931.4,8293.3,11638.1,-20.5,10444.4,10423.9
8 Oct 2024,16152.9,9785,6367.9,3386.6,9494.5,12881.1
9 Oct 2024,10992.4,9376.8,1615.5,-200.9,13309.4,13108.5
10 Oct 2024,13278.4,8308.6,4969.8,-2500.3,15081.3,12581
11 Oct 2024,9646.6,6128.8,3517.8,-1926.3,10920.5,8994.3
14 Oct 2024,9010.1,6864.7,2145.4,-5414.1,14049.7,8635.6
15 Oct 2024,9760.2,9065.6,694.6,-3813,10557.2,6744.2
16 Oct 2024,10674.2,8641.5,2032.7,-3407.8,11419.4,8011.6
17 Oct 2024,12940.8,9092.7,3848.1,-279.6,11202.1,10922.5
18 Oct 2024,10804.9,6497.5,4307.4,-4223.9,11457.2,7233.3
21 Oct 2024,10818.1,8724.2,2093.9,-2799.8,8949.8,6149.9
22 Oct 2024,13713.6,8259,5454.5,-3657.2,10167.5,6510.2
23 Oct 2024,13186.9,7879.9,5307,-317.5,12696.1,12378.6
24 Oct 2024,11022.7,7173.7,3849,2109.7,12634.3,14744
25 Oct 2024,12036.6,8783.5,3253.1,-3265.6,14846.4,11580.8
28 Oct 2024,9999.6,8071.8,1927.8,-2087.6,11380.1,9292.4
29 Oct 2024,10213.5,9328.2,885.2,-2111.4,11527.9,9416.6
30 Oct 2024,11306.6,7101.8,4204.8,-2411.9,10248.5,7836.6
31 Oct 2024,0,0,0,0,0,0
1 Nov 2024,19.8,421.4,-401.6,-0.2,1.8,1.6
4 Nov 2024,9402.1,8010.9,1391.2,193.1,7991.4,8184.5
5 Nov 2024,9894.5,7833.7,2060.8,-589.5,8811.1,8221.7
6 Nov 2024,12318.7,8380.7,3938,-1902.8,8590.2,6687.4
7 Nov 2024,8822,7506.4,1315.6,-2468.8,11088,8619.3
8 Nov 2024,8546.4,7277.5,1268.9,775.8,10064.2,10840
11 Nov 2024,6759.7,6122,637.7,-1443.5,10755.6,9312
12 Nov 2024,6027.9,4453.2,1574.7,165.6,11249.3,11414.9
13 Nov 2024,10717.9,6111.4,4606.5,1192.3,9700.5,10892.8
14 Nov 2024,7825.2,5876.5,1948.7,-2388.1,9407.3,7019.2
18 Nov 2024,9751.6,7095.2,2656.5,-3206.6,12798.9,9592.4
19 Nov 2024,11448.9,8380.2,3068.7,152.5,11896.9,12049.3
21 Nov 2024,12165.6,8271.5,3894.2,-5307.1,16122.4,10815.4
22 Nov 2024,9624.6,7996.2,1628.5,-817.7,9419.3,8601.6
25 Nov 2024,14700.2,18736.7,-4036.4,-7266,13401,6135
26 Nov 2024,8292.1,7412.3,879.8,-3878.6,12750.5,8871.9
27 Nov 2024,7871.7,6089.9,1781.8,-1765.7,11870,10104.3
28 Nov 2024,22062.1,18120.6,3941.5,-4756,18056.3,13300.4
29 Nov 2024,8620.8,5143.2,3477.7,916,1846.5,2762.5
2 Dec 2024,10451.8,6666.6,3785.2,-2500.7,15342.2,12841.6
3 Dec 2024,11375.9,11787.7,-411.8,-5622.3,25603,19980.7
4 Dec 2024,11261.4,12528.5,-1267.1,-4556.2,24751.1,20195
5 Dec 2024,10537.1,13118.7,-2581.7,-7134.6,26283.7,19149.1
6 Dec 2024,9061.5,7347,1714.5,-3639.2,22114.2,18475
9 Dec 2024,8427.2,9642.5,-1215.4,-1821.7,10903.7,9082
10 Dec 2024,9013.8,8018.8,994.9,-5829.6,21165,15335.3
11 Dec 2024,8991.6,6657.5,2334.1,1727.2,18811,20538.2
12 Dec 2024,10508.4,7862.8,2645.6,-1932.6,19123.3,17190.6
13 Dec 2024,7465.8,7519.2,-53.4,-6301.8,11845.6,5543.8
16 Dec 2024,6708.1,7178.6,-470.5,-4902.9,10813.3,5910.4
17 Dec 2024,9139.6,7050,2089.6,-2667.6,14910.2,12242.6
18 Dec 2024,11080.3,7673,3407.3,-1229.5,13786,12556.5
19 Dec 2024,11180.2,8402.9,2777.3,-2608.2,17761.3,15153.1
20 Dec 2024,16328.6,16631.4,-302.7,-2689.8,18900.6,16210.8
23 Dec 2024,8588.2,6524.4,2063.8,-914.8,13490.9,12576.1
24 Dec 2024,8387.9,5668.1,2719.8,-3514.6,13346.5,9831.9
26 Dec 2024,14800.1,13929.9,870.2,-1350.5,11707.2,10356.8
27 Dec 2024,7552,4238.8,3313.3,-667.1,7364.7,6697.6
30 Dec 2024,37864.4,35046.7,2817.7,-1796.4,7199.4,5403
31 Dec 2024,9619.2,6712.2,2907,3065.9,5562.9,8628.8
